Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Seed Round - ICO Watchdog,https://www.crunchbase.com/funding_round/ico-watchdog-seed--9ce411f5,ICO Watchdog,https://www.crunchbase.com/organization/ico-watchdog,Seed,500000,USD,500000,2018-03-20,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, News","Santa Monica, California, United States, North America",,1,Seed
Series B - Neurotrack,https://www.crunchbase.com/funding_round/neurotrack-technologies-series-b--a0ba57c1,Neurotrack,https://www.crunchbase.com/organization/neurotrack-technologies,Series B,13700000,USD,13700000,2018-03-20,"Biotechnology, Health Care, Health Diagnostics, Mobile Devices","Redwood City, California, United States, North America",$1M to $10M,8,Late Stage Venture
Series C - Chargebee,https://www.crunchbase.com/funding_round/chargebee-series-c--1e301c53,Chargebee,https://www.crunchbase.com/organization/chargebee,Series C,18000000,USD,18000000,2018-03-20,"Billing, E-Commerce, Enterprise Software, Information Technology, Payments, SaaS, Software, Subscription Service","San Francisco, California, United States, North America",$50M to $100M,5,Late Stage Venture
Initial Coin Offering - XYO,https://www.crunchbase.com/funding_round/xyo-network-initial-coin-offering--21c32cad,XYO,https://www.crunchbase.com/organization/xyo-network,Initial Coin Offering,13635000,USD,13635000,2018-03-20,"Blockchain, Consumer Electronics, Information Technology, Internet, Internet of Things, Location Based Services, Mining Technology, Wireless","San Diego, California, United States, North America",$10M to $50M,1,
Convertible Note - eyecandylab,https://www.crunchbase.com/funding_round/eyecandylab-convertible-note--754d6cb0,eyecandylab,https://www.crunchbase.com/organization/eyecandylab,Convertible Note,,,,2018-03-20,"Augmented Reality, Information Services, Information Technology","San Francisco, California, United States, North America",,4,Seed
Seed Round - FocusMotion,https://www.crunchbase.com/funding_round/focus-trainr-seed--7b779b41,FocusMotion,https://www.crunchbase.com/organization/focus-trainr,Seed,,,,2018-03-21,"Fitness, Health Care, mHealth, Quantified Self, Sports","Los Angeles, California, United States, North America",Less than $1M,6,Seed
Series B - Bigfoot Biomedical,https://www.crunchbase.com/funding_round/bigfoot-biomedical--inc--series-b--d04c299e,Bigfoot Biomedical,https://www.crunchbase.com/organization/bigfoot-biomedical--inc-,Series B,18000000,USD,18000000,2018-03-21,"Artificial Intelligence, Big Data, Diabetes, Health Care, Medical Device, mHealth, Predictive Analytics","Milpitas, California, United States, North America",$1M to $10M,5,Late Stage Venture
Seed Round - Nutrigene Inc.,https://www.crunchbase.com/funding_round/nutrigene-ltd-seed--c8c320f1,Nutrigene Inc.,https://www.crunchbase.com/organization/nutrigene-ltd,Seed,120000,USD,120000,2018-03-21,"Fitness, Health Care, Wellness","San Francisco, California, United States, North America",,2,Seed
Post-IPO Equity - Marina Biotech,https://www.crunchbase.com/funding_round/marina-biotech-post-ipo-equity--ac02ee9c,Marina Biotech,https://www.crunchbase.com/organization/marina-biotech,Post-IPO Equity,,,,2018-03-22,"Biotechnology, Health Care, Medical, Pharmaceutical","City Of Industry, California, United States, North America",Less than $1M,6,IPO
Seed Round - Arrivo,https://www.crunchbase.com/funding_round/arrivo-seed--6bed40ca,Arrivo,https://www.crunchbase.com/organization/arrivo,Seed,,,,2018-03-22,"Food Trucks, Information Technology, Railroad, Software, Tourism, Transportation, Travel","Los Angeles, California, United States, North America",,3,Seed
Venture Round - BioIQ,https://www.crunchbase.com/funding_round/bioiq-series-unknown--2d95223f,BioIQ,https://www.crunchbase.com/organization/bioiq,Venture - Series Unknown,26500000,USD,26500000,2018-03-22,"Health Care, mHealth","Santa Barbara, California, United States, North America",$1M to $10M,5,
Venture Round - Alastin Skincare,https://www.crunchbase.com/funding_round/alastin-skincare-series-unknown--18efbeff,Alastin Skincare,https://www.crunchbase.com/organization/alastin-skincare,Venture - Series Unknown,5817746,USD,5817746,2018-03-22,"Beauty, Fitness, Health Care, Wellness","Del Mar, California, United States, North America",Less than $1M,3,
Seed Round - Droplet,https://www.crunchbase.com/funding_round/droplet-health-seed--375ae223,Droplet,https://www.crunchbase.com/organization/droplet-health,Seed,,,,2018-03-23,"Health Care, Health Diagnostics, Health Insurance","San Francisco, California, United States, North America",,1,Seed
Seed Round - Umbra Lab,https://www.crunchbase.com/funding_round/umbra-lab-inc-seed--2d9a7027,Umbra Lab,https://www.crunchbase.com/organization/umbra-lab-inc,Seed,,,,2018-03-23,Information Technology,"Santa Barbara, California, United States, North America",Less than $1M,2,
Seed Round - DoctorsForMe Inc,https://www.crunchbase.com/funding_round/doctorsforme-inc-seed--412be5b2,DoctorsForMe Inc,https://www.crunchbase.com/organization/doctorsforme-inc,Seed,1000000,USD,1000000,2018-03-23,"Health Care, Medical","South San Francisco, California, United States, North America",,1,M&A
Seed Round - Candex Technologies,https://www.crunchbase.com/funding_round/candex-technologies-seed--172fa0fd,Candex Technologies,https://www.crunchbase.com/organization/candex-technologies,Seed,3500000,USD,3500000,2018-03-23,"Business Information Systems, Cloud Management, FinTech, Internet, Payments, Recruiting","San Francisco, California, United States, North America",Less than $1M,2,Seed
Series C - ServiceTitan,https://www.crunchbase.com/funding_round/servicetitan-series-c--b05b7f8f,ServiceTitan,https://www.crunchbase.com/organization/servicetitan,Series C,62000000,USD,62000000,2018-03-23,"CRM, Home Services, Information Technology, Real Estate, SaaS, Software","Glendale, California, United States, North America",$50M to $100M,5,Late Stage Venture
Venture Round - Tibit Communications,https://www.crunchbase.com/funding_round/tibit-communications-series-unknown--a9e8b504,Tibit Communications,https://www.crunchbase.com/organization/tibit-communications,Venture - Series Unknown,2300000,USD,2300000,2018-03-23,"Information Technology, Software, Telecommunications","Petaluma, California, United States, North America",Less than $1M,4,Early Stage Venture
Series B - Wizeline,https://www.crunchbase.com/funding_round/wizeline-series-b--a2102f20,Wizeline,https://www.crunchbase.com/organization/wizeline,Series B,43000000,USD,43000000,2018-03-26,"B2B, Business Intelligence, Consulting, Information Technology, Mobile, Product Design, Software, UX Design, Web Development","San Francisco, California, United States, North America",$10M to $50M,5,Early Stage Venture
Venture Round - EEnovate Technology,https://www.crunchbase.com/funding_round/eenovate-technology-series-unknown--7b7d0ae5,EEnovate Technology,https://www.crunchbase.com/organization/eenovate-technology,Venture - Series Unknown,12000007,USD,12000007,2018-03-26,"CRM, Information Technology, Software","Stanford, California, United States, North America",,1,
Series A - Gong.io,https://www.crunchbase.com/funding_round/gong-io-series-a--81e11dc8,Gong.io,https://www.crunchbase.com/organization/gong-io,Series A,100000,USD,100000,2018-03-26,"Artificial Intelligence, CRM, Information Technology, Machine Learning, Sales, Software","San Francisco, California, United States, North America",$10M to $50M,6,Late Stage Venture
Series A - Pipefy,https://www.crunchbase.com/funding_round/pipefy-series-a--b146dfe5,Pipefy,https://www.crunchbase.com/organization/pipefy,Series A,16000000,USD,16000000,2018-03-27,"Information Technology, SaaS, Sales Automation, Software, Task Management","San Francisco, California, United States, North America",$1M to $10M,5,Early Stage Venture
Venture Round - Canvas Medical,https://www.crunchbase.com/funding_round/canvas-medical-series-unknown--1d528b9f,Canvas Medical,https://www.crunchbase.com/organization/canvas-medical,Venture - Series Unknown,3000000,USD,3000000,2018-03-27,"Health Care, Medical, Wellness","San Francisco, California, United States, North America",$1M to $10M,2,
Seed Round - Spring Labs,https://www.crunchbase.com/funding_round/spring-labs-seed--8073894c,Spring Labs,https://www.crunchbase.com/organization/spring-labs,Seed,15750000,USD,15750000,2018-03-27,"Blockchain, Credit, Financial Services","Marina Del Rey, California, United States, North America",$1M to $10M,2,Early Stage Venture
Grant - Nexient,https://www.crunchbase.com/funding_round/nexient-grant--3e795f34,Nexient,https://www.crunchbase.com/organization/nexient,Grant,1500000,USD,1500000,2018-03-27,"Big Data, Information Technology, IT Management, Mobile Apps, Outsourcing, Software, UX Design","Newark, California, United States, North America",$10M to $50M,1,
Venture Round - Blink Technologies,https://www.crunchbase.com/funding_round/blink-technologies-4015-series-unknown--4594cb34,Blink Technologies,https://www.crunchbase.com/organization/blink-technologies-4015,Venture - Series Unknown,4500000,USD,4500000,2018-03-27,Information Technology,"San Jose, California, United States, North America",,1,
Seed Round - fastdata.io,https://www.crunchbase.com/funding_round/fastdata-io-seed--2144ebd6,fastdata.io,https://www.crunchbase.com/organization/fastdata-io,Seed,5000000,USD,5000000,2018-03-27,"Big Data, Business Intelligence, Cloud Data Services, Data Mining, Database, GPU, Information Technology, Internet, Predictive Analytics","Santa Monica, California, United States, North America",Less than $1M,2,Seed
Series A - Singlera Genomics,https://www.crunchbase.com/funding_round/singlera-genomics-series-a--0cbb84e2,Singlera Genomics,https://www.crunchbase.com/organization/singlera-genomics,Series A,60000000,USD,60000000,2018-03-27,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical","La Jolla, California, United States, North America",Less than $1M,2,Early Stage Venture
Private Equity Round - Youth To The People,https://www.crunchbase.com/funding_round/youth-to-the-people-private-equity--f14a5f86,Youth To The People,https://www.crunchbase.com/organization/youth-to-the-people,Private Equity,2000000,USD,2000000,2018-03-27,"Beauty, Health Care","Los Angeles, California, United States, North America",Less than $1M,2,Early Stage Venture
Series A - Kloudless,https://www.crunchbase.com/funding_round/kloudless-series-a--afe16552,Kloudless,https://www.crunchbase.com/organization/kloudless,Series A,6000000,USD,6000000,2018-03-27,"Data Integration, Developer APIs, Enterprise Applications, Information Technology, SaaS, Software","Berkeley, California, United States, North America",Less than $1M,4,Early Stage Venture
Series C - Goop,https://www.crunchbase.com/funding_round/goop-series-c--c968b89c,Goop,https://www.crunchbase.com/organization/goop,Series C,50000000,USD,50000000,2018-03-28,"E-Commerce, Fashion, Health Care, Shopping, Travel, Wellness","Los Angeles, California, United States, North America",$10M to $50M,3,Late Stage Venture
Series B - Tempest Therapeutics,https://www.crunchbase.com/funding_round/tempest-therapeutics-series-b--06285fb0,Tempest Therapeutics,https://www.crunchbase.com/organization/tempest-therapeutics,Series B,70000000,USD,70000000,2018-03-28,"Biotechnology, Health Care, Therapeutics","San Francisco, California, United States, North America",Less than $1M,2,Early Stage Venture
Secondary Market - Credit Karma,https://www.crunchbase.com/funding_round/credit-karma-secondary-market--27508b4c,Credit Karma,https://www.crunchbase.com/organization/credit-karma,Secondary Market,500000000,USD,500000000,2018-03-28,"Credit, Finance, FinTech, Personal Finance","San Francisco, California, United States, North America",$100M to $500M,8,M&A
Seed Round - Neuhope,https://www.crunchbase.com/funding_round/neuhope-seed--44079cc8,Neuhope,https://www.crunchbase.com/organization/neuhope,Seed,100000,USD,100000,2018-03-28,"Computer, Health Care","Los Altos, California, United States, North America",,1,Seed
Seed Round - Chia Network,https://www.crunchbase.com/funding_round/chia-network-seed--cf19ed5a,Chia Network,https://www.crunchbase.com/organization/chia-network,Seed,3395000,USD,3395000,2018-03-28,"Bitcoin, Cryptocurrency, Finance","San Francisco, California, United States, North America",,3,Seed
Grant - Fuzzbuzz,https://www.crunchbase.com/funding_round/fuzzbuzz-grant--21b28411,Fuzzbuzz,https://www.crunchbase.com/organization/fuzzbuzz,Grant,25000,CAD,19352,2018-03-28,"Developer Tools, Information Technology, Internet, SaaS","Redwood City, California, United States, North America",,3,Seed
Seed Round - Siren,https://www.crunchbase.com/funding_round/siren-ivs-seed--d7b0b130,Siren,https://www.crunchbase.com/organization/siren-ivs,Seed,3400000,USD,3400000,2018-03-28,"Consumer Electronics, Health Care, Textiles","San Francisco, California, United States, North America",$1M to $10M,8,Seed
Seed Round - YoGov,https://www.crunchbase.com/funding_round/yogov-seed--e0b0c6a0,YoGov,https://www.crunchbase.com/organization/yogov,Seed,300000,USD,300000,2018-03-28,"Government, Information Technology","Oakland, California, United States, North America",Less than $1M,1,Seed
Series A - Analog Inference,https://www.crunchbase.com/funding_round/analog-inference-series-a--874521b3,Analog Inference,https://www.crunchbase.com/organization/analog-inference,Series A,4500000,USD,4500000,2018-03-29,"Information Technology, iOS, Software","Saratoga, California, United States, North America",,1,Early Stage Venture
Seed Round - Censia,https://www.crunchbase.com/funding_round/censia-seed--7707a133,Censia,https://www.crunchbase.com/organization/censia,Seed,100000,USD,100000,2018-03-29,"Human Resources, Information Technology, Messaging","San Francisco, California, United States, North America",,3,Seed
Series C - Inari Medical,https://www.crunchbase.com/funding_round/inari-medical-series-c--b5aec036,Inari Medical,https://www.crunchbase.com/organization/inari-medical,Series C,20900000,USD,20900000,2018-03-29,"Health Care, Medical, Medical Device","Aliso Viejo, California, United States, North America",$1M to $10M,4,Late Stage Venture
Series B - Branch International,https://www.crunchbase.com/funding_round/branch-intl-series-b--989299a0,Branch International,https://www.crunchbase.com/organization/branch-intl,Series B,70000000,USD,70000000,2018-03-29,"Apps, Finance, Financial Services, FinTech","San Francisco, California, United States, North America",$100M to $500M,8,Late Stage Venture
Post-IPO Equity - Prothena,https://www.crunchbase.com/funding_round/prothena-post-ipo-equity--16fafaec,Prothena,https://www.crunchbase.com/organization/prothena,Post-IPO Equity,49999997,USD,49999997,2018-03-29,"Biotechnology, Health Care, Health Diagnostics","South San Francisco, California, United States, North America",Less than $1M,2,IPO
Venture Round - Cred,https://www.crunchbase.com/funding_round/libra-credit-network-series-unknown--3b2e08e6,Cred,https://www.crunchbase.com/organization/libra-credit-network,Venture - Series Unknown,,,,2018-03-30,"B2B, B2C, Big Data, Bitcoin, Financial Services","San Francisco, California, United States, North America",,6,
Post-IPO Equity - Jaguar Health,https://www.crunchbase.com/funding_round/jaguar-animal-health-post-ipo-equity--614e855b,Jaguar Health,https://www.crunchbase.com/organization/jaguar-animal-health,Post-IPO Equity,9199001,USD,9199001,2018-03-30,"Health Care, Nutraceutical, Pharmaceutical","San Francisco, California, United States, North America",Less than $1M,5,IPO
Venture Round - Atia Vision,https://www.crunchbase.com/funding_round/atia-medical-series-unknown--1faa3b5d,Atia Vision,https://www.crunchbase.com/organization/atia-medical,Venture - Series Unknown,2000001,USD,2000001,2018-03-30,"Health Care, Medical, Medical Device","Campbell, California, United States, North America",,4,Late Stage Venture
Pre Seed Round - GoGetter,https://www.crunchbase.com/funding_round/gogetter-pre-seed--cc9f3a23,GoGetter,https://www.crunchbase.com/organization/gogetter,Pre-Seed,225000,USD,225000,2018-03-30,"Analytics, Artificial Intelligence, Information Technology, Internet, Marketplace, Software","San Francisco, California, United States, North America",,2,Seed
Seed Round - Doc,https://www.crunchbase.com/funding_round/doc-7d96-seed--bb173a7d,Doc,https://www.crunchbase.com/organization/doc-7d96,Seed,400000,USD,400000,2018-03-30,"Apps, FinTech, Health Care, Mobile Payments","Pasadena, California, United States, North America",Less than $1M,1,Seed
Debt Financing - Intellect,https://www.crunchbase.com/funding_round/interneer-debt-financing--98984d5a,Intellect,https://www.crunchbase.com/organization/interneer,Debt Financing,200000,USD,200000,2018-03-30,"Enterprise Software, Information Technology, SaaS, Software","Los Angeles, California, United States, North America",$1M to $10M,6,Seed
Venture Round - Good Parents Inc.,https://www.crunchbase.com/funding_round/good-parents-inc-series-unknown--f043a1e0,Good Parents Inc.,https://www.crunchbase.com/organization/good-parents-inc,Venture - Series Unknown,2450000,USD,2450000,2018-03-31,"Health Care, Health Insurance, Home Health Care, Wellness","San Francisco, California, United States, North America",$1M to $10M,5,
"Seed Round - Ceevra, Inc.",https://www.crunchbase.com/funding_round/ceevra-inc-seed--f78de204,"Ceevra, Inc.",https://www.crunchbase.com/organization/ceevra-inc,Seed,1600000,USD,1600000,2018-03-31,"Health Care, Mobile Apps","San Francisco, California, United States, North America",,2,Seed
Seed Round - Credit Key,https://www.crunchbase.com/funding_round/credit-key-seed--0a8897e8,Credit Key,https://www.crunchbase.com/organization/credit-key,Seed,2500000,USD,2500000,2018-03-31,"E-Commerce, Financial Services, Payments","Venice, California, United States, North America",Less than $1M,3,Seed
Seed Round - GODcoin: Gold-on-Demand,https://www.crunchbase.com/funding_round/godcoin-gold-on-demand-seed--2f0372bc,GODcoin: Gold-on-Demand,https://www.crunchbase.com/organization/godcoin-gold-on-demand,Seed,50000,USD,50000,2018-03-31,"Blockchain, Cryptocurrency, FinTech, Internet of Things, Peer to Peer","San Ysidro, California, United States, North America",,1,Seed
Venture Round - Awair,https://www.crunchbase.com/funding_round/awair-series-unknown--e0017997,Awair,https://www.crunchbase.com/organization/awair,Venture - Series Unknown,3169000,USD,3169000,2018-03-31,"Health Care, Smart Home, Wellness","San Francisco, California, United States, North America",$1M to $10M,7,Early Stage Venture
Corporate Round - Central Payment,https://www.crunchbase.com/funding_round/cpay-corporate-round--9492106b,Central Payment,https://www.crunchbase.com/organization/cpay,Corporate Round,126000000,USD,126000000,2018-04-01,"E-Commerce, Financial Services, Payments","San Rafael, California, United States, North America",$10M to $50M,2,M&A
Seed Round - Octave,https://www.crunchbase.com/funding_round/octave-b269-seed--a005231c,Octave,https://www.crunchbase.com/organization/octave-b269,Seed,3000000,USD,3000000,2018-04-01,"Health Care, Personal Health, Wellness","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Grant - ViQi,https://www.crunchbase.com/funding_round/viqi-grant--5f4cf57a,ViQi,https://www.crunchbase.com/organization/viqi,Grant,150000,USD,150000,2018-04-01,"Biotechnology, Information Technology, Software","Goleta, California, United States, North America",Less than $1M,3,Seed
Seed Round - dotData,https://www.crunchbase.com/funding_round/dotdata-seed--0c6a36b5,dotData,https://www.crunchbase.com/organization/dotdata,Seed,20000000,USD,20000000,2018-04-01,"Artificial Intelligence, Big Data, Data Center Automation, Industrial Automation, Information Technology","Cupertino, California, United States, North America",$1M to $10M,2,Early Stage Venture
Equity Crowdfunding - NetObjex,https://www.crunchbase.com/funding_round/netobjex-equity-crowdfunding--dd04d6d7,NetObjex,https://www.crunchbase.com/organization/netobjex,Equity Crowdfunding,106695,USD,106695,2018-04-01,"Asset Management, Big Data, Blockchain, Cryptocurrency, Information Technology, Smart Cities, Software","Irvine, California, United States, North America",$1M to $10M,6,
Seed Round - KeepPet,https://www.crunchbase.com/funding_round/keeppet-seed--edf1ad99,KeepPet,https://www.crunchbase.com/organization/keeppet,Seed,700000,USD,700000,2018-04-01,"Health Care, Software","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Asteroid Technologies,https://www.crunchbase.com/funding_round/asteroid-technologies-seed--b08b52db,Asteroid Technologies,https://www.crunchbase.com/organization/asteroid-technologies,Seed,,,,2018-04-01,"3D Technology, Artificial Intelligence, Information Technology","San Francisco, California, United States, North America",,1,Seed
Series A - Limbix,https://www.crunchbase.com/funding_round/limbix-series-a--0f7609eb,Limbix,https://www.crunchbase.com/organization/limbix,Series A,4000000,USD,4000000,2018-04-01,"Health Care, Medical, Outpatient Care, Therapeutics, Virtual Reality","Palo Alto, California, United States, North America",Less than $1M,2,Early Stage Venture
Seed Round - HolliBlu,https://www.crunchbase.com/funding_round/holliblu-seed--4a670252,HolliBlu,https://www.crunchbase.com/organization/holliblu,Seed,160000,USD,160000,2018-04-01,"Health Care, Home Health Care, Hospital, Mobile Apps, Web Apps","Los Angeles, California, United States, North America",,2,Seed
Non Equity Assistance - Soundover,https://www.crunchbase.com/funding_round/soundover-non-equity-assistance--64417ae2,Soundover,https://www.crunchbase.com/organization/soundover,Non-equity Assistance,,,,2018-04-01,"Information Technology, Internet of Things, Location Based Services, Mobile, Software","San Francisco, California, United States, North America",Less than $1M,1,
Pre Seed Round - JUNXION™,https://www.crunchbase.com/funding_round/junxion-pre-seed--3b4ab51f,JUNXION™,https://www.crunchbase.com/organization/junxion,Pre-Seed,,,,2018-04-01,"Blockchain, Cryptocurrency, FinTech, Geospatial","Los Angeles, California, United States, North America",,1,Seed
Venture Round - Beacon Healthcare Systems,https://www.crunchbase.com/funding_round/beacon-healthcare-series-unknown--88da71de,Beacon Healthcare Systems,https://www.crunchbase.com/organization/beacon-healthcare,Venture - Series Unknown,,,,2018-04-01,"Health Care, Insurance, Medical, SaaS, Software","Huntington Beach, California, United States, North America",$1M to $10M,2,
Seed Round - Ava,https://www.crunchbase.com/funding_round/ava-6-seed--fb935386,Ava,https://www.crunchbase.com/organization/ava-6,Seed,,,,2018-04-01,"Artificial Intelligence, Communication Hardware, Health Care, Mobile Apps, Speech Recognition","San Francisco, California, United States, North America",$1M to $10M,5,Seed
Seed Round - Neji,https://www.crunchbase.com/funding_round/neji-seed--530cdaac,Neji,https://www.crunchbase.com/organization/neji,Seed,1500000,USD,1500000,2018-04-01,"Computer, Information Technology, Robotics, Software","San Francisco, California, United States, North America",,2,M&A
Seed Round - Codela,https://www.crunchbase.com/funding_round/codela-seed--44288b42,Codela,https://www.crunchbase.com/organization/codela,Seed,,,,2018-04-01,"Human Resources, Information Technology, Small and Medium Businesses, Software","Palo Alto, California, United States, North America",,2,Seed
Seed Round - Memora Health,https://www.crunchbase.com/funding_round/memora-health-seed--245e1c82,Memora Health,https://www.crunchbase.com/organization/memora-health,Seed,1700000,USD,1700000,2018-04-01,"Health Care, Hospital, mHealth, Outpatient Care, Personal Health, Software","San Francisco, California, United States, North America",Less than $1M,1,Seed
Post-IPO Equity - Bank of Southern California,https://www.crunchbase.com/funding_round/bank-of-southern-california-post-ipo-equity--98c27342,Bank of Southern California,https://www.crunchbase.com/organization/bank-of-southern-california,Post-IPO Equity,26000000,USD,26000000,2018-04-02,"Banking, Commercial, Finance","Carlsbad, California, United States, North America",$1M to $10M,1,IPO
Post-IPO Debt - Quality Systems,https://www.crunchbase.com/funding_round/quality-systems-post-ipo-debt--08466eda,Quality Systems,https://www.crunchbase.com/organization/quality-systems,Post-IPO Debt,300000000,USD,300000000,2018-04-02,"Biotechnology, Health Care, Medical","Irvine, California, United States, North America",$500M to $1B,3,IPO
Seed Round - Tribal Credit,https://www.crunchbase.com/funding_round/tribalcredit-seed--1e4dc55b,Tribal Credit,https://www.crunchbase.com/organization/tribalcredit,Seed,725000,USD,725000,2018-04-02,"Artificial Intelligence, Credit Cards, Finance, FinTech","San Jose, California, United States, North America",Less than $1M,4,Seed
Venture Round - SonixIO,https://www.crunchbase.com/funding_round/sonixio-series-unknown--c382f9f2,SonixIO,https://www.crunchbase.com/organization/sonixio,Venture - Series Unknown,1972390,USD,1972390,2018-04-02,"Computer, Information Technology, Social Media, Software","Los Angeles, California, United States, North America",,1,
Venture Round - Twist Bioscience,https://www.crunchbase.com/funding_round/twist-biosciences-series-unknown--8125476c,Twist Bioscience,https://www.crunchbase.com/organization/twist-biosciences,Venture - Series Unknown,50000000,USD,50000000,2018-04-02,"Biotechnology, Chemical, Health Care","San Francisco, California, United States, North America",$10M to $50M,8,IPO
Post-IPO Equity - ReShape Lifesciences,https://www.crunchbase.com/funding_round/reshape-medical-post-ipo-equity--c977bd46,ReShape Lifesciences,https://www.crunchbase.com/organization/reshape-medical,Post-IPO Equity,6000000,USD,6000000,2018-04-02,"Health Care, Medical Device","San Clemente, California, United States, North America",$1M to $10M,11,M&A
Seed Round - Blameless,https://www.crunchbase.com/funding_round/blameless-seed--7cfe728a,Blameless,https://www.crunchbase.com/organization/blameless,Seed,3600000,USD,3600000,2018-04-03,Information Technology,"San Mateo, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - Qwil,https://www.crunchbase.com/funding_round/qwil-series-a--98676375,Qwil,https://www.crunchbase.com/organization/qwil,Series A,5000000,USD,5000000,2018-04-03,"Financial Services, FinTech, Payments, Sharing Economy","San Francisco, California, United States, North America",$10M to $50M,7,Early Stage Venture
Grant - Profillic,https://www.crunchbase.com/funding_round/profilic-grant--0db736b0,Profillic,https://www.crunchbase.com/organization/profilic,Grant,,,,2018-04-03,"Artificial Intelligence, Developer Tools, Information Technology, Intelligent Systems, Internet, Machine Learning, Productivity Tools, Software","San Francisco, California, United States, North America",Less than $1M,2,Seed
Debt Financing - Qwil,https://www.crunchbase.com/funding_round/qwil-debt-financing--b80916f1,Qwil,https://www.crunchbase.com/organization/qwil,Debt Financing,102000000,USD,102000000,2018-04-03,"Financial Services, FinTech, Payments, Sharing Economy","San Francisco, California, United States, North America",$10M to $50M,7,Early Stage Venture
Product Crowdfunding - AURA Devices,https://www.crunchbase.com/funding_round/aura-devices-product-crowdfunding--c6568e0f,AURA Devices,https://www.crunchbase.com/organization/aura-devices,Product Crowdfunding,109000,USD,109000,2018-04-03,"Fitness, Health Care, Health Insurance, Internet of Things, Wearables, Wellness","San Francisco, California, United States, North America",,3,Seed
Series C - NimbleRx,https://www.crunchbase.com/funding_round/nimble-pharmacy-series-c--cc59a951,NimbleRx,https://www.crunchbase.com/organization/nimble-pharmacy,Series C,20000000,USD,20000000,2018-04-03,"E-Commerce, Health Care, Medical, Mobile, Pharmaceutical","Menlo Park, California, United States, North America",$1M to $10M,5,Late Stage Venture
Series A - More Labs,https://www.crunchbase.com/funding_round/82-labs-inc-series-a--2ed1efe7,More Labs,https://www.crunchbase.com/organization/82-labs-inc,Series A,10000000,CAD,7807925,2018-04-03,"Consumer Goods, E-Commerce, Food and Beverage, Food Processing, Health Care, Wellness","Los Angeles, California, United States, North America",Less than $1M,4,Seed
Seed Round - MintHealth,https://www.crunchbase.com/funding_round/minthealth-seed--31e35326,MintHealth,https://www.crunchbase.com/organization/minthealth,Seed,376250,USD,376250,2018-04-03,"Blockchain, Health Care","San Diego, California, United States, North America",,2,
Post-IPO Equity - Nektar Therapeutics,https://www.crunchbase.com/funding_round/nektar-therapeutics-post-ipo-equity--0fd0f1f6,Nektar Therapeutics,https://www.crunchbase.com/organization/nektar-therapeutics,Post-IPO Equity,849999960,USD,849999960,2018-04-03,"Biotechnology, Chemical, Health Care, Therapeutics","San Carlos, California, United States, North America",$10M to $50M,3,IPO
Corporate Round - 500 Startups,https://www.crunchbase.com/funding_round/500-startups-corporate-round--9df578fb,500 Startups,https://www.crunchbase.com/organization/500-startups,Corporate Round,,,,2018-04-03,"Finance, Venture Capital","Mountain View, California, United States, North America",,6,
Seed Round - Integrated Healthcare Management Organization,https://www.crunchbase.com/funding_round/integrated-healthcare-management-organization-seed--9085aebb,Integrated Healthcare Management Organization,https://www.crunchbase.com/organization/integrated-healthcare-management-organization,Seed,800000,USD,800000,2018-04-04,"Health Care, Hospital","San Diego, California, United States, North America",,1,Seed
Seed Round - Anduin,https://www.crunchbase.com/funding_round/anduin-seed--25bf9b54,Anduin,https://www.crunchbase.com/organization/anduin,Seed,,,,2018-04-04,"FinTech, Information Technology, Legal Tech, Venture Capital","San Francisco, California, United States, North America",Less than $1M,1,Seed
Pre Seed Round - Fig,https://www.crunchbase.com/funding_round/fig-health-pre-seed--f148d852,Fig,https://www.crunchbase.com/organization/fig-health,Pre-Seed,1000,USD,1000,2018-04-04,"Information Technology, Wellness","San Francisco, California, United States, North America",,1,Seed
Series A - Terns Pharmaceuticals,https://www.crunchbase.com/funding_round/terns-pharmaceuticals-series-a--d7b9091b,Terns Pharmaceuticals,https://www.crunchbase.com/organization/terns-pharmaceuticals,Series A,30000000,USD,30000000,2018-04-04,"Biotechnology, Health Care, Medical, Medical Device, Pharmaceutical","San Mateo, California, United States, North America",,2,Early Stage Venture
Series C - RefleXion Medical,https://www.crunchbase.com/funding_round/reflexion-medical-series-c--fbc725c2,RefleXion Medical,https://www.crunchbase.com/organization/reflexion-medical,Series C,100000000,USD,100000000,2018-04-04,"Health Care, Medical, Medical Device, Therapeutics","Hayward, California, United States, North America",$10M to $50M,5,Late Stage Venture
Seed Round - Rafay Systems,https://www.crunchbase.com/funding_round/rafay-systems-inc-seed--648ed996,Rafay Systems,https://www.crunchbase.com/organization/rafay-systems-inc,Seed,,,,2018-04-04,"Apps, Developer Platform, Information Technology, Internet, PaaS, SaaS, Software","Sunnyvale, California, United States, North America",Less than $1M,2,Early Stage Venture
