Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Series C - Carta,https://www.crunchbase.com/funding_round/eshares-series-c--cdfe1a33,Carta,https://www.crunchbase.com/organization/eshares,Series C,,,,2018-01-30,"Finance, FinTech, Stock Exchanges","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Funding Round - Kudobuzz,https://www.crunchbase.com/funding_round/kudobuzz-undisclosed--ed8298a0,Kudobuzz,https://www.crunchbase.com/organization/kudobuzz,Funding Round,,,,2018-01-30,"Information Technology, Retail, Software","San Francisco, California, United States, North America",Less than $1M,3,
Seed Round - Genda,https://www.crunchbase.com/funding_round/genda-603f-seed--e801ce6e,Genda,https://www.crunchbase.com/organization/genda-603f,Seed,,,,2018-01-30,"Apps, Information Technology, Internet, Mobile Apps, Productivity Tools, Social Media, Software","Beverly Hills, California, United States, North America",,1,Seed
Seed Round - Aquabyte,https://www.crunchbase.com/funding_round/aquabyte-seed--7a59f08e,Aquabyte,https://www.crunchbase.com/organization/aquabyte,Seed,3500000,USD,3500000,2018-01-30,"Agriculture, Aquaculture, Information Services, Information Technology","San Francisco, California, United States, North America",$1M to $10M,2,Early Stage Venture
Post-IPO Equity - Biocept,https://www.crunchbase.com/funding_round/biocept-post-ipo-equity--ae3fffa9,Biocept,https://www.crunchbase.com/organization/biocept,Post-IPO Equity,14800000,USD,14800000,2018-01-30,"Biotechnology, Health Care, Health Diagnostics","San Diego, California, United States, North America",$1M to $10M,7,IPO
Venture Round - QED Therapeutics,https://www.crunchbase.com/funding_round/qed-therapeutics-series-unknown--47282a6d,QED Therapeutics,https://www.crunchbase.com/organization/qed-therapeutics,Venture - Series Unknown,65000000,USD,65000000,2018-01-30,"Biotechnology, Health Care, Therapeutics","Palo Alto, California, United States, North America",Less than $1M,1,
Pre Seed Round - TaskUnite,https://www.crunchbase.com/funding_round/taskunite-pre-seed--d660a2d0,TaskUnite,https://www.crunchbase.com/organization/taskunite,Pre-Seed,350000,USD,350000,2018-01-30,"Analytics, Health Care, Information Technology, Medical, Robotics, Software","San Francisco, California, United States, North America",,2,Seed
Debt Financing - PayJoy,https://www.crunchbase.com/funding_round/payjoy-debt-financing--e8354325,PayJoy,https://www.crunchbase.com/organization/payjoy,Debt Financing,4000000,USD,4000000,2018-01-30,"Credit, Emerging Markets, Financial Services, FinTech, Mobile, Software","San Francisco, California, United States, North America",$10M to $50M,9,Early Stage Venture
Series A - DiversyFund,https://www.crunchbase.com/funding_round/diversyfund-series-a--f6e5fea4,DiversyFund,https://www.crunchbase.com/organization/diversyfund,Series A,3000000,USD,3000000,2018-01-30,"Crowdfunding, FinTech, Real Estate Investment","San Diego, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - Nuro,https://www.crunchbase.com/funding_round/nuro-2-series-a--cc5e2b8d,Nuro,https://www.crunchbase.com/organization/nuro-2,Series A,92000000,USD,92000000,2018-01-30,"Artificial Intelligence, Autonomous Vehicles, Electronics, Information Technology, Robotics","Mountain View, California, United States, North America",,3,Early Stage Venture
Series B - Halo Neuroscience,https://www.crunchbase.com/funding_round/halo-neuroscience-series-b--bc72156f,Halo Neuroscience,https://www.crunchbase.com/organization/halo-neuroscience,Series B,13000000,USD,13000000,2018-01-30,"Consumer Electronics, Health Care, Medical Device, Neuroscience, Sports","San Francisco, California, United States, North America",Less than $1M,6,
Seed Round - SAFE,https://www.crunchbase.com/funding_round/safe-2-seed--eeeb5d55,SAFE,https://www.crunchbase.com/organization/safe-2,Seed,1800000,USD,1800000,2018-01-30,"Apps, Blockchain, Health Care, Information Technology, Software","Santa Monica, California, United States, North America",,3,Early Stage Venture
Seed Round - Akash Systems,https://www.crunchbase.com/funding_round/akash-systems-seed--5c672f50,Akash Systems,https://www.crunchbase.com/organization/akash-systems,Seed,3100000,USD,3100000,2018-01-30,"Aerospace, Information Technology, Manufacturing, Satellite Communication, Space Travel","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Series A - Astound,https://www.crunchbase.com/funding_round/astound-ai-series-a--1c175472,Astound,https://www.crunchbase.com/organization/astound-ai,Series A,11500000,USD,11500000,2018-01-30,"Artificial Intelligence, Information Technology, Machine Learning, Service Industry, Software, Technical Support","Menlo Park, California, United States, North America",$1M to $10M,2,Early Stage Venture
Seed Round - BIoEclipse Therapeutics,https://www.crunchbase.com/funding_round/bioeclipse-therapeutics-seed--c3957784,BIoEclipse Therapeutics,https://www.crunchbase.com/organization/bioeclipse-therapeutics,Seed,,,,2018-01-30,"Biotechnology, Health Care, Therapeutics","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Pre Seed Round - ManageCasa,https://www.crunchbase.com/funding_round/managecasa-inc-pre-seed--93bb9339,ManageCasa,https://www.crunchbase.com/organization/managecasa-inc,Pre-Seed,1000000,USD,1000000,2018-01-30,"Accounting, Building Maintenance, Computer, Document Management, Enterprise Software, Finance, Internet, Mobile, Payments, Software","San Francisco, California, United States, North America",Less than $1M,3,Seed
Venture Round - Crowdz,https://www.crunchbase.com/funding_round/crowdz-series-unknown--ebac271f,Crowdz,https://www.crunchbase.com/organization/crowdz,Venture - Series Unknown,20000,USD,20000,2018-01-30,"B2B, Blockchain, FinTech, Predictive Analytics, Supply Chain Management","Campbell, California, United States, North America",Less than $1M,8,Early Stage Venture
Seed Round - Securitize,https://www.crunchbase.com/funding_round/securitize-inc-seed--3cca6107,Securitize,https://www.crunchbase.com/organization/securitize-inc,Seed,,,,2018-01-31,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Information Technology, Software","San Francisco, California, United States, North America",Less than $1M,6,Early Stage Venture
Seed Round - Epics.gg,https://www.crunchbase.com/funding_round/epics-gg-seed--8766bf22,Epics.gg,https://www.crunchbase.com/organization/epics-gg,Seed,2000000,USD,2000000,2018-01-31,"FinTech, Marketplace, Trading Platform","Santa Monica, California, United States, North America",$1M to $10M,1,Seed
Series D - Trifacta,https://www.crunchbase.com/funding_round/trifacta-series-d--74669037,Trifacta,https://www.crunchbase.com/organization/trifacta,Series D,48000000,USD,48000000,2018-01-31,"Analytics, Big Data, Information Technology, Software","San Francisco, California, United States, North America",$10M to $50M,7,Late Stage Venture
Series A - Juniper Square,https://www.crunchbase.com/funding_round/juniper-square-series-a--21a31229,Juniper Square,https://www.crunchbase.com/organization/juniper-square,Series A,6000000,USD,6000000,2018-01-31,"Commercial Real Estate, Enterprise Software, Finance, Financial Services, FinTech, Productivity Tools, Real Estate Investment, SaaS","San Francisco, California, United States, North America",$1M to $10M,4,Late Stage Venture
Seed Round - Uabide,https://www.crunchbase.com/funding_round/uabide-seed--e48fc3fc,Uabide,https://www.crunchbase.com/organization/uabide,Seed,1500000,USD,1500000,2018-01-31,"Consulting, E-Commerce, Information Technology, Legal, Legal Tech, Online Portals","Los Angeles, California, United States, North America",,1,Seed
Venture Round - Qardio,https://www.crunchbase.com/funding_round/qardio-series-unknown--2346a618,Qardio,https://www.crunchbase.com/organization/qardio,Venture - Series Unknown,,,,2018-01-31,"Big Data, Consumer Electronics, Health Care, Medical, Medical Device","San Francisco, California, United States, North America",Less than $1M,6,
Debt Financing - SaleStream,https://www.crunchbase.com/funding_round/salestream-debt-financing--d49a36d2,SaleStream,https://www.crunchbase.com/organization/salestream,Debt Financing,251967,USD,251967,2018-01-31,"Financial Services, Internet, Lending","Agoura Hills, California, United States, North America",,4,M&A
Seed Round - Megh Networks,https://www.crunchbase.com/funding_round/megh-networks-seed--16ffd958,Megh Networks,https://www.crunchbase.com/organization/megh-networks,Seed,,,,2018-01-31,"Cloud Computing, Cloud Management, Cloud Security, Information Technology, Software","San Jose, California, United States, North America",,1,Seed
Seed Round - AIVIA,https://www.crunchbase.com/funding_round/nousplatform-seed--1e3e3411,AIVIA,https://www.crunchbase.com/organization/nousplatform,Seed,480000,USD,480000,2018-01-31,"Blockchain, Computer, Financial Services, Information Technology","San Diego, California, United States, North America",,2,Seed
Grant - Vista Community Clinic,https://www.crunchbase.com/funding_round/vista-community-clinic-grant--2bd189f0,Vista Community Clinic,https://www.crunchbase.com/organization/vista-community-clinic,Grant,2600000,USD,2600000,2018-01-31,"Health Care, Hospital","Vista, California, United States, North America",$10M to $50M,1,
Seed Round - Engine Biosciences,https://www.crunchbase.com/funding_round/engine-biosciences-seed--d0d2694b,Engine Biosciences,https://www.crunchbase.com/organization/engine-biosciences,Seed,10000000,USD,10000000,2018-01-31,"Artificial Intelligence, Biotechnology, Health Care, Machine Learning","San Francisco, California, United States, North America",Less than $1M,1,Seed
Angel Round - DaoCloud,https://www.crunchbase.com/funding_round/dao-cloud-angel--80c2d3da,DaoCloud,https://www.crunchbase.com/organization/dao-cloud,Angel,400000,USD,400000,2018-01-31,"Health Care, Wellness","San Francisco, California, United States, North America",Less than $1M,4,Seed
Funding Round - Merit,https://www.crunchbase.com/funding_round/merit-undisclosed--d4db816d,Merit,https://www.crunchbase.com/organization/merit,Funding Round,9000000,USD,9000000,2018-02-01,"GovTech, Information Technology, Internet","Millbrae, California, United States, North America",$1M to $10M,3,
Seed Round - Bodyport,https://www.crunchbase.com/funding_round/bodyport-seed--8f086265,Bodyport,https://www.crunchbase.com/organization/bodyport,Seed,2000000,USD,2000000,2018-02-01,"Health Care, Medical","San Francisco, California, United States, North America",Less than $1M,3,Seed
Venture Round - OMNY,https://www.crunchbase.com/funding_round/omny-series-unknown--fa1fbf95,OMNY,https://www.crunchbase.com/organization/omny,Venture - Series Unknown,,,,2018-02-01,"Big Data, Health Care, Hospital, Pharmaceutical","San Francisco, California, United States, North America",,1,
Seed Round - Plexium,https://www.crunchbase.com/funding_round/plexium-seed--2d9a185f,Plexium,https://www.crunchbase.com/organization/plexium,Seed,,,,2018-02-01,"Health Care, Medical, Pharmaceutical, Therapeutics","San Diego, California, United States, North America",,2,Early Stage Venture
Venture Round - Coinbase,https://www.crunchbase.com/funding_round/coinbase-series-unknown--b63436de,Coinbase,https://www.crunchbase.com/organization/coinbase,Venture - Series Unknown,,,,2018-02-01,"Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Ethereum, FinTech, Personal Finance, Virtual Currency","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Seed Round - Apothēka Systems Inc.,https://www.crunchbase.com/funding_round/apothe-ka-systems-inc-seed--944c3141,Apothēka Systems Inc.,https://www.crunchbase.com/organization/apothe-ka-systems-inc,Seed,250000,USD,250000,2018-02-01,"Artificial Intelligence, Blockchain, Cloud Computing, Health Care, Information Technology, Internet of Things, Medical, Mobile, Software","Beverly Hills, California, United States, North America",,1,Seed
Seed Round - Senior Care Center,https://www.crunchbase.com/funding_round/senior-care-center-seed--c3302fe2,Senior Care Center,https://www.crunchbase.com/organization/senior-care-center,Seed,100000,USD,100000,2018-02-01,"Health Care, Information Technology","Orange, California, United States, North America",,1,Seed
Venture Round - AutoFi,https://www.crunchbase.com/funding_round/autofi-series-unknown--cfbacfaa,AutoFi,https://www.crunchbase.com/organization/autofi,Venture - Series Unknown,,,,2018-02-01,"Automotive, Financial Services, Point of Sale","San Francisco, California, United States, North America",$1M to $10M,4,
Venture Round - MyLabBox,https://www.crunchbase.com/funding_round/mylabbox-series-unknown--de5527a0,MyLabBox,https://www.crunchbase.com/organization/mylabbox,Venture - Series Unknown,,,,2018-02-01,"E-Commerce, Health Care, Health Diagnostics, Medical","Los Angeles, California, United States, North America",$1M to $10M,4,Seed
Series C - Fabric Genomics (formerly Omicia),https://www.crunchbase.com/funding_round/omicia-series-c--9203b267,Fabric Genomics (formerly Omicia),https://www.crunchbase.com/organization/omicia,Series C,,,,2018-02-01,"Artificial Intelligence, Bioinformatics, Biotechnology, Genetics, Health Care","Oakland, California, United States, North America",$1M to $10M,4,Late Stage Venture
Convertible Note - Revive Solutions,https://www.crunchbase.com/funding_round/revive-solutions-convertible-note--45694854,Revive Solutions,https://www.crunchbase.com/organization/revive-solutions,Convertible Note,1200000,USD,1200000,2018-02-01,Health Care,"San Francisco, California, United States, North America",,4,Early Stage Venture
Seed Round - MayaData,https://www.crunchbase.com/funding_round/mayadata-seed--ec7e6886,MayaData,https://www.crunchbase.com/organization/mayadata,Seed,,,,2018-02-01,"Information Technology, Open Source, Software","San Jose, California, United States, North America",$1M to $10M,3,
Seed Round - AMICOMED,https://www.crunchbase.com/funding_round/amicomed-seed--a775795f,AMICOMED,https://www.crunchbase.com/organization/amicomed,Seed,,,,2018-02-01,"Health Care, Information Technology","San Francisco, California, United States, North America",,3,Seed
Series B - Figma,https://www.crunchbase.com/funding_round/figma-series-b--a4181781,Figma,https://www.crunchbase.com/organization/figma,Series B,25000000,USD,25000000,2018-02-01,"Information Technology, Innovation Management, Internet, Software","San Francisco, California, United States, North America",$1M to $10M,4,Late Stage Venture
Series A - Honeycomb,https://www.crunchbase.com/funding_round/honeycombio-series-a--73aed578,Honeycomb,https://www.crunchbase.com/organization/honeycombio,Series A,11500000,USD,11500000,2018-02-01,"Analytics, Big Data, Computer, Data Visualization, Database, Developer Tools, Information Technology, Software","San Francisco, California, United States, North America",$1M to $10M,4,Early Stage Venture
Seed Round - Skipper,https://www.crunchbase.com/funding_round/skipper-f68b-seed--b92a07fd,Skipper,https://www.crunchbase.com/organization/skipper-f68b,Seed,,,,2018-02-01,"Information Technology, Location Based Services, Social Media, Software","San Francisco, California, United States, North America",$1M to $10M,1,Seed
Seed Round - Curischain,https://www.crunchbase.com/funding_round/curischain-seed--d5fe55ef,Curischain,https://www.crunchbase.com/organization/curischain,Seed,,,,2018-02-01,"Blockchain, Health Care","Los Angeles, California, United States, North America",,1,Seed
Pre Seed Round - Pinch,https://www.crunchbase.com/funding_round/ferment-labs-pre-seed--4c4e04f4,Pinch,https://www.crunchbase.com/organization/ferment-labs,Pre-Seed,1830000,USD,1830000,2018-02-01,"Credit, FinTech, Personal Finance","San Francisco, California, United States, North America",,1,M&A
Series C - Ethos Lending,https://www.crunchbase.com/funding_round/ethos-lending-series-c--5ea39c94,Ethos Lending,https://www.crunchbase.com/organization/ethos-lending,Series C,,,,2018-02-01,"Banking, Financial Services, FinTech","San Francisco, California, United States, North America",$1M to $10M,3,Late Stage Venture
Seed Round - Gravete,https://www.crunchbase.com/funding_round/gravete-seed--ce795874,Gravete,https://www.crunchbase.com/organization/gravete,Seed,1200000,USD,1200000,2018-02-01,"Artificial Intelligence, Classifieds, Information Technology, Search Engine","Santa Monica, California, United States, North America",,1,Seed
Seed Round - WeTuring,https://www.crunchbase.com/funding_round/weturing-seed--44f80559,WeTuring,https://www.crunchbase.com/organization/weturing,Seed,2000000,USD,2000000,2018-02-01,"Artificial Intelligence, Blockchain, Cryptocurrency, FinTech","Santa Clara, California, United States, North America",,1,Seed
Venture Round - Swell,https://www.crunchbase.com/funding_round/swell-investing-series-unknown--3b58894d,Swell,https://www.crunchbase.com/organization/swell-investing,Venture - Series Unknown,30000000,USD,30000000,2018-02-01,"Financial Services, FinTech, Impact Investing, Mobile Apps, Social Impact, Trading Platform","Santa Monica, California, United States, North America",Less than $1M,1,
Seed Round - Sightline,https://www.crunchbase.com/funding_round/sightline-maps-seed--3f621533,Sightline,https://www.crunchbase.com/organization/sightline-maps,Seed,,,,2018-02-01,"3D Printing, Information Services, Information Technology, Internet","Orange, California, United States, North America",Less than $1M,1,Seed
Seed Round - Papaya Payments,https://www.crunchbase.com/funding_round/papaya-payments-seed--25ea5226,Papaya Payments,https://www.crunchbase.com/organization/papaya-payments,Seed,,,,2018-02-02,"Banking, Computer, Financial Services, FinTech, Information Technology, Payments, Retail, Shopping","Los Angeles, California, United States, North America",Less than $1M,3,
Seed Round - Connext Inc.,https://www.crunchbase.com/funding_round/connext-inc-seed--e2d74b79,Connext Inc.,https://www.crunchbase.com/organization/connext-inc,Seed,,,,2018-02-02,"Cryptocurrency, Financial Services, FinTech, Information Technology, Internet, Mobile Apps","San Francisco, California, United States, North America",,4,Seed
Pre Seed Round - Kapalya,https://www.crunchbase.com/funding_round/kapalya-pre-seed--a5c8d405,Kapalya,https://www.crunchbase.com/organization/kapalya,Pre-Seed,,,,2018-02-02,"Cyber Security, File Sharing, Information Technology, Software","Berkeley, California, United States, North America",Less than $1M,4,Seed
Debt Financing - ZPower,https://www.crunchbase.com/funding_round/zpower-debt-financing--38707dd9,ZPower,https://www.crunchbase.com/organization/zpower,Debt Financing,25000000,USD,25000000,2018-02-02,"Battery, Electronics, Health Care, Manufacturing, Medical Device","Camarillo, California, United States, North America",$10M to $50M,7,
Series A - Neurotechnology Investors (NTI),https://www.crunchbase.com/funding_round/neurotechnology-investors-nti-series-a--6ddbd8f5,Neurotechnology Investors (NTI),https://www.crunchbase.com/organization/neurotechnology-investors-nti,Series A,507500,USD,507500,2018-02-02,"Health Care, Neuroscience, Service Industry","Palo Alto, California, United States, North America",,3,
Venture Round - SmartAction,https://www.crunchbase.com/funding_round/smartaction-series-unknown--6c9c7259,SmartAction,https://www.crunchbase.com/organization/smartaction,Venture - Series Unknown,,,,2018-02-05,"Artificial Intelligence, Call Center, Customer Service, Information Technology, Messaging, Speech Recognition","El Segundo, California, United States, North America",Less than $1M,1,
Seed Round - Taxjoy,https://www.crunchbase.com/funding_round/taxjoy-seed--ec133156,Taxjoy,https://www.crunchbase.com/organization/taxjoy,Seed,,,,2018-02-05,Financial Services,"San Francisco, California, United States, North America",,1,Seed
Seed Round - Glever.com,https://www.crunchbase.com/funding_round/glever-com-seed--8590ee25,Glever.com,https://www.crunchbase.com/organization/glever-com,Seed,,,,2018-02-05,"Artificial Intelligence, Information Technology","Santa Clara, California, United States, North America",,1,Seed
Post-IPO Equity - OncoSec Medical,https://www.crunchbase.com/funding_round/oncosec-medical-post-ipo-equity--16803e0b,OncoSec Medical,https://www.crunchbase.com/organization/oncosec-medical,Post-IPO Equity,23000000,USD,23000000,2018-02-06,"Biotechnology, Health Care, Life Science","San Diego, California, United States, North America",$10M to $50M,8,IPO
Series A - Univfy,https://www.crunchbase.com/funding_round/univfy-series-a--98bc541f,Univfy,https://www.crunchbase.com/organization/univfy,Series A,6000000,USD,6000000,2018-02-06,"Artificial Intelligence, Health Care, Life Science, Machine Learning, PaaS, Personal Health, Predictive Analytics","Los Altos, California, United States, North America",$1M to $10M,1,Early Stage Venture
Venture Round - Silver Creek Pharmaceuticals,https://www.crunchbase.com/funding_round/silver-creek-pharmaceuticals-series-unknown--4108940b,Silver Creek Pharmaceuticals,https://www.crunchbase.com/organization/silver-creek-pharmaceuticals,Venture - Series Unknown,20000000,USD,20000000,2018-02-06,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","San Francisco, California, United States, North America",Less than $1M,1,
Series D - eNeura Therapeutics,https://www.crunchbase.com/funding_round/eneura-therapeutics-series-d--9e317047,eNeura Therapeutics,https://www.crunchbase.com/organization/eneura-therapeutics,Series D,17000000,USD,17000000,2018-02-06,"Biotechnology, Health Care, Medical, Medical Device, Therapeutics","Sunnyvale, California, United States, North America",$1M to $10M,14,Late Stage Venture
Series A - Human Interest,https://www.crunchbase.com/funding_round/humaninterest-series-a--70d737e1,Human Interest,https://www.crunchbase.com/organization/humaninterest,Series A,11000000,USD,11000000,2018-02-07,"Financial Services, FinTech, Personal Finance, Retirement","San Francisco, California, United States, North America",$1M to $10M,5,Late Stage Venture
Grant - Zenflow,https://www.crunchbase.com/funding_round/zenflow-grant--656d9130,Zenflow,https://www.crunchbase.com/organization/zenflow,Grant,,,,2018-02-07,"Health Care, Medical Device, Therapeutics","South San Francisco, California, United States, North America",$1M to $10M,4,Early Stage Venture
Initial Coin Offering - DataWallet,https://www.crunchbase.com/funding_round/pnyks-inc--initial-coin-offering--c1553e56,DataWallet,https://www.crunchbase.com/organization/pnyks-inc-,Initial Coin Offering,40000000,USD,40000000,2018-02-07,"FinTech, Internet, Mobile Apps, Software","San Francisco, California, United States, North America",$1M to $10M,3,
Convertible Note - Health Gorilla,https://www.crunchbase.com/funding_round/healthgorilla-convertible-note--9ebc7921,Health Gorilla,https://www.crunchbase.com/organization/healthgorilla,Convertible Note,1000000,USD,1000000,2018-02-07,"Big Data, Electronic Health Record (EHR), Health Care, mHealth","Sunnyvale, California, United States, North America",Less than $1M,6,Early Stage Venture
Venture Round - Siris Medical,https://www.crunchbase.com/funding_round/siris-medical-series-unknown--d7fab128,Siris Medical,https://www.crunchbase.com/organization/siris-medical,Venture - Series Unknown,,,,2018-02-07,"Artificial Intelligence, Health Care, Medical Device","Redwood City, California, United States, North America",Less than $1M,2,
Seed Round - ClearBrain,https://www.crunchbase.com/funding_round/clearbrain-seed--3d8db12b,ClearBrain,https://www.crunchbase.com/organization/clearbrain,Seed,1240000,USD,1240000,2018-02-07,"Advertising, Information Technology, Machine Learning, Marketing Automation, Predictive Analytics, SaaS, Social Media, Software","San Francisco, California, United States, North America",,2,M&A
Series A - Zenflow,https://www.crunchbase.com/funding_round/zenflow-series-a--df3a86bc,Zenflow,https://www.crunchbase.com/organization/zenflow,Series A,31400000,USD,31400000,2018-02-07,"Health Care, Medical Device, Therapeutics","South San Francisco, California, United States, North America",$1M to $10M,4,Early Stage Venture
Series A - Distributed Machines,https://www.crunchbase.com/funding_round/distributedmachines-series-a--5a8297a9,Distributed Machines,https://www.crunchbase.com/organization/distributedmachines,Series A,30000000,USD,30000000,2018-02-08,"Blockchain, Crowdsourcing, Education, Information Technology","Santa Monica, California, United States, North America",Less than $1M,4,Early Stage Venture
Venture Round - MedMen,https://www.crunchbase.com/funding_round/medmen-series-unknown--69fca682,MedMen,https://www.crunchbase.com/organization/medmen,Venture - Series Unknown,41000000,USD,41000000,2018-02-08,"Asset Management, Cannabis, Finance, Service Industry","Culver City, California, United States, North America",$10M to $50M,5,IPO
Seed Round - Apical Technology,https://www.crunchbase.com/funding_round/apical-technology-seed--60e816cc,Apical Technology,https://www.crunchbase.com/organization/apical-technology,Seed,,,,2018-02-08,"Artificial Intelligence, Information Technology, Machine Learning, Risk Management","San Francisco, California, United States, North America",,1,Seed
Equity Crowdfunding - BioHealthonomics Inc.,https://www.crunchbase.com/funding_round/biohealthonomics-inc-equity-crowdfunding--19b385b4,BioHealthonomics Inc.,https://www.crunchbase.com/organization/biohealthonomics-inc,Equity Crowdfunding,35800,USD,35800,2018-02-09,"Biotechnology, Health Care, Medical","Santa Monica, California, United States, North America",Less than $1M,2,
Series B - Simplify Medical,https://www.crunchbase.com/funding_round/simplify-medical-series-b--8a9be3b2,Simplify Medical,https://www.crunchbase.com/organization/simplify-medical,Series B,23000000,USD,23000000,2018-02-09,"Health Care, Manufacturing, Medical, Medical Device","Mountain View, California, United States, North America",$1M to $10M,2,Early Stage Venture
Seed Round - WeTravel,https://www.crunchbase.com/funding_round/wetravel-seed--9a15279f,WeTravel,https://www.crunchbase.com/organization/wetravel,Seed,2000000,USD,2000000,2018-02-09,"FinTech, Payments, Travel","San Francisco, California, United States, North America",Less than $1M,3,Seed
Seed Round - VelosBio,https://www.crunchbase.com/funding_round/velosbio-inc-seed--ab9afe7d,VelosBio,https://www.crunchbase.com/organization/velosbio-inc,Seed,7700000,USD,7700000,2018-02-09,"Biotechnology, Health Care, Medical","San Diego, California, United States, North America",,2,Early Stage Venture
Venture Round - Onsite Dental,https://www.crunchbase.com/funding_round/onsite-dental-series-unknown--ca0b0e92,Onsite Dental,https://www.crunchbase.com/organization/onsite-dental,Venture - Series Unknown,20075000,USD,20075000,2018-02-12,"Dental, Health Care, Hospital","Aliso Viejo, California, United States, North America",Less than $1M,1,
Seed Round - Jupiter Intelligence,https://www.crunchbase.com/funding_round/jupiter-intelligence-seed--d865af91,Jupiter Intelligence,https://www.crunchbase.com/organization/jupiter-intelligence,Seed,1200000,USD,1200000,2018-02-12,"Computer, Information Technology, Software","San Mateo, California, United States, North America",$1M to $10M,4,Early Stage Venture
"Debt Financing - Extra Duty, Inc.",https://www.crunchbase.com/funding_round/extra-duty-inc-debt-financing--57440b1a,"Extra Duty, Inc.",https://www.crunchbase.com/organization/extra-duty-inc,Debt Financing,300000,USD,300000,2018-02-12,"Information Technology, Mobile Apps, SaaS, Security, Software","San Jose, California, United States, North America",,1,
Seed Round - Secfi,https://www.crunchbase.com/funding_round/secfi-seed--90b30746,Secfi,https://www.crunchbase.com/organization/secfi,Seed,1000000,USD,1000000,2018-02-12,"Financial Services, FinTech, Wealth Management","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Post-IPO Debt - Broadcom Limited,https://www.crunchbase.com/funding_round/avago-technologies-post-ipo-debt--0f3cdaa9,Broadcom Limited,https://www.crunchbase.com/organization/avago-technologies,Post-IPO Debt,,,,2018-02-12,"Electronics, Information Technology, Semiconductor","San Jose, California, United States, North America",$1B to $10B,1,IPO
Series A - Jupiter Intelligence,https://www.crunchbase.com/funding_round/jupiter-intelligence-series-a--38d0310f,Jupiter Intelligence,https://www.crunchbase.com/organization/jupiter-intelligence,Series A,8800000,USD,8800000,2018-02-12,"Computer, Information Technology, Software","San Mateo, California, United States, North America",$1M to $10M,4,Early Stage Venture
Series C - YapStone,https://www.crunchbase.com/funding_round/yapstone-series-c--1d308315,YapStone,https://www.crunchbase.com/organization/yapstone,Series C,71000000,USD,71000000,2018-02-12,"Finance, Financial Services, FinTech, Mobile Payments, Payments","Walnut Creek, California, United States, North America",$100M to $500M,6,Late Stage Venture
Series A - NepFin,https://www.crunchbase.com/funding_round/neptune-financial-inc-nepfin-series-a--97c5975f,NepFin,https://www.crunchbase.com/organization/neptune-financial-inc-nepfin,Series A,10000000,USD,10000000,2018-02-13,"Financial Services, FinTech, Lending","San Francisco, California, United States, North America",$10M to $50M,2,Early Stage Venture
Series C - InfluxData,https://www.crunchbase.com/funding_round/influxdb-series-c--e02eb4eb,InfluxData,https://www.crunchbase.com/organization/influxdb,Series C,35000000,USD,35000000,2018-02-13,"Analytics, Data Visualization, Database, Information Technology, Internet, Internet of Things, Software","San Francisco, California, United States, North America",$100M to $500M,5,Late Stage Venture
Seed Round - Fluence.sh,https://www.crunchbase.com/funding_round/fluence-sh-seed--4d49d88a,Fluence.sh,https://www.crunchbase.com/organization/fluence-sh,Seed,1000000,USD,1000000,2018-02-13,"Blockchain, Information Technology, Internet","San Francisco, California, United States, North America",,1,Seed
Debt Financing - Apttus,https://www.crunchbase.com/funding_round/apttus-debt-financing--74152629,Apttus,https://www.crunchbase.com/organization/apttus,Debt Financing,75000000,USD,75000000,2018-02-13,"CRM, Enterprise Software, Finance, Information Technology, SaaS, Software","San Mateo, California, United States, North America",$100M to $500M,6,M&A
Series C - Tipalti,https://www.crunchbase.com/funding_round/tipalti-series-c--e0fe37b8,Tipalti,https://www.crunchbase.com/organization/tipalti,Series C,30000000,USD,30000000,2018-02-13,"Accounting, Ad Network, Crowdsourcing, Digital Media, Enterprise Resource Planning (ERP), FinTech, SaaS, Sharing Economy, Software, Supply Chain Management","San Mateo, California, United States, North America",$10M to $50M,6,Late Stage Venture
Series B - UJET,https://www.crunchbase.com/funding_round/ujet-series-b--87200d33,UJET,https://www.crunchbase.com/organization/ujet,Series B,25000000,USD,25000000,2018-02-13,"Call Center, Communications Infrastructure, Customer Service, Developer Platform, Enterprise Applications, Enterprise Software, Information Technology, Messaging, Mobile Apps, Software","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Debt Financing - Zumasys,https://www.crunchbase.com/funding_round/zumasys-debt-financing--e4440e45,Zumasys,https://www.crunchbase.com/organization/zumasys,Debt Financing,7500000,USD,7500000,2018-02-13,"Information Services, Information Technology, Software","Irvine, California, United States, North America",,1,
