Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Series A - AxleHire,https://www.crunchbase.com/funding_round/axlehire-series-a--5da9891d,AxleHire,https://www.crunchbase.com/organization/axlehire,Series A,11000000,USD,11000000,2019-05-30,"Delivery, Delivery Service, E-Commerce, Logistics, Transportation","San Francisco, California, United States, North America",$1M to $10M,4,Early Stage Venture
Series C - GrubMarket,https://www.crunchbase.com/funding_round/grubmarket-inc-series-c--94c1dd01,GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,Series C,28000000,USD,28000000,2019-04-04,"E-Commerce, Grocery, Internet, Marketing, Retail Technology","San Francisco, California, United States, North America",$1M to $10M,6,Late Stage Venture
Convertible Note - BSAMPLY,https://www.crunchbase.com/funding_round/bsamply-convertible-note--94b2c477,BSAMPLY,https://www.crunchbase.com/organization/bsamply,Convertible Note,570000,USD,570000,2017-11-10,"B2B, Data Integration, E-Commerce, Fashion, Operating Systems, SaaS, Sales Automation, Software, Textiles","Los Angeles, California, United States, North America",Less than $1M,3,Seed
Series A - Bolt,https://www.crunchbase.com/funding_round/bolt-5-series-a--4f562e82,Bolt,https://www.crunchbase.com/organization/bolt-5,Series A,22000000,USD,22000000,2018-06-01,"E-Commerce, Fraud Detection, Mobile Payments, Payments","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Seed Round - Octane AI,https://www.crunchbase.com/funding_round/octane-ai-seed--eb0fa4bb,Octane AI,https://www.crunchbase.com/organization/octane-ai,Seed,1500000,USD,1500000,2017-09-18,"Artificial Intelligence, E-Commerce, Marketing Automation, Messaging, SaaS, SMS","San Francisco, California, United States, North America",$1M to $10M,2,Seed
Series B - Plastiq,https://www.crunchbase.com/funding_round/plastiq-series-b--54759c9e,Plastiq,https://www.crunchbase.com/organization/plastiq,Series B,16000000,USD,16000000,2018-05-16,"Credit Cards, E-Commerce, Financial Services, FinTech, Payments","San Francisco, California, United States, North America",$50M to $100M,8,Late Stage Venture
Seed Round - Finix,https://www.crunchbase.com/funding_round/finix-payments-seed--fc5205fe,Finix,https://www.crunchbase.com/organization/finix-payments,Seed,,,,2017-10-10,"Banking, E-Commerce, Financial Services, FinTech, Mobile, Payments","San Francisco, California, United States, North America",$1M to $10M,4,Early Stage Venture
Seed Round - Ocean Freight Exchange,https://www.crunchbase.com/funding_round/ocean-freight-exchange-seed--9fe814d0,Ocean Freight Exchange,https://www.crunchbase.com/organization/ocean-freight-exchange,Seed,3300000,USD,3300000,2018-07-01,E-Commerce,"Los Angeles, California, United States, North America",$1M to $10M,1,Seed
Pre Seed Round - Relovv,https://www.crunchbase.com/funding_round/relovv-pre-seed--016b4155,Relovv,https://www.crunchbase.com/organization/relovv,Pre-Seed,,,,2018-07-16,"E-Commerce, Fashion, Marketplace, Women's","Chatsworth, California, United States, North America",,1,Seed
Convertible Note - REPEAT,https://www.crunchbase.com/funding_round/getrepeat-convertible-note--c905e4e1,REPEAT,https://www.crunchbase.com/organization/getrepeat,Convertible Note,120000,USD,120000,2018-07-16,"CRM, E-Commerce, Machine Learning, Retail Technology","Los Angeles, California, United States, North America",,2,Seed
Pre Seed Round - Bloominous,https://www.crunchbase.com/funding_round/bloominous-pre-seed--f516f7b0,Bloominous,https://www.crunchbase.com/organization/bloominous,Pre-Seed,,,,2019-02-04,"E-Commerce, Events, Flowers, Wedding","Los Angeles, California, United States, North America",Less than $1M,3,Seed
Seed Round - Knowde,https://www.crunchbase.com/funding_round/knowde-seed--89b0754d,Knowde,https://www.crunchbase.com/organization/knowde,Seed,3500000,USD,3500000,2018-12-07,"Advertising, E-Commerce, Internet, Marketing","San Jose, California, United States, North America",$1M to $10M,2,Seed
Pre Seed Round - Knowde,https://www.crunchbase.com/funding_round/knowde-pre-seed--69de25fd,Knowde,https://www.crunchbase.com/organization/knowde,Pre-Seed,1300000,USD,1300000,2017-09-18,"Advertising, E-Commerce, Internet, Marketing","San Jose, California, United States, North America",$1M to $10M,2,Seed
Seed Round - StyleRow,https://www.crunchbase.com/funding_round/stylerow-seed--b44e2a80,StyleRow,https://www.crunchbase.com/organization/stylerow,Seed,4000000,USD,4000000,2019-06-01,"Architecture, E-Commerce, Furniture, Interior Design, Lighting, Software","Beverly Hills, California, United States, North America",,2,Seed
Pre Seed Round - DesignerInc,https://www.crunchbase.com/funding_round/designerinc-pre-seed--ace75074,DesignerInc,https://www.crunchbase.com/organization/designerinc,Pre-Seed,920000,USD,920000,2019-06-06,"B2B, E-Commerce, Furniture, Interior Design, Lighting, Marketplace","Palo Alto, California, United States, North America",,3,Seed
Convertible Note - BSAMPLY,https://www.crunchbase.com/funding_round/bsamply-convertible-note--7ca07ff0,BSAMPLY,https://www.crunchbase.com/organization/bsamply,Convertible Note,450000,USD,450000,2019-06-26,"B2B, Data Integration, E-Commerce, Fashion, Operating Systems, SaaS, Sales Automation, Software, Textiles","Los Angeles, California, United States, North America",Less than $1M,3,Seed
Seed Round - Harper Wilde,https://www.crunchbase.com/funding_round/harper-wilde-seed--56f1b2a6,Harper Wilde,https://www.crunchbase.com/organization/harper-wilde,Seed,3000000,USD,3000000,2018-07-02,"Consumer Goods, E-Commerce, Fashion, Lingerie, Women's","Los Angeles, California, United States, North America",$1M to $10M,2,Seed
Series H - The RealReal,https://www.crunchbase.com/funding_round/the-realreal-series-h--9252e11a,The RealReal,https://www.crunchbase.com/organization/the-realreal,Series H,70000000,USD,70000000,2019-03-01,"E-Commerce, Fashion, Lifestyle","San Francisco, California, United States, North America",$10M to $50M,10,IPO
Seed Round - Harper Wilde,https://www.crunchbase.com/funding_round/harper-wilde-seed--1ec3cfe1,Harper Wilde,https://www.crunchbase.com/organization/harper-wilde,Seed,3000000,USD,3000000,2019-05-01,"Consumer Goods, E-Commerce, Fashion, Lingerie, Women's","Los Angeles, California, United States, North America",$1M to $10M,2,Seed
Series B - Honey,https://www.crunchbase.com/funding_round/honey-science-series-b--54e40cd0,Honey,https://www.crunchbase.com/organization/honey-science,Series B,26000000,USD,26000000,2017-10-24,"Coupons, E-Commerce, Retail, Shopping","Los Angeles, California, United States, North America",$10M to $50M,4,M&A
Series A - Tundra,https://www.crunchbase.com/funding_round/tundra-series-a--5288792b,Tundra,https://www.crunchbase.com/organization/tundra,Series A,12000000,USD,12000000,2019-06-25,"E-Commerce, Internet","San Francisco, California, United States, North America",Less than $1M,2,Early Stage Venture
Seed Round - Credit Key,https://www.crunchbase.com/funding_round/credit-key-seed--0a8897e8,Credit Key,https://www.crunchbase.com/organization/credit-key,Seed,2500000,USD,2500000,2018-03-31,"E-Commerce, Financial Services, Payments","Venice, California, United States, North America",Less than $1M,3,Seed
Seed Round - eTailPet,https://www.crunchbase.com/funding_round/etailpet-seed--191aee46,eTailPet,https://www.crunchbase.com/organization/etailpet,Seed,775000,USD,775000,2019-03-28,"E-Commerce, Software, Web Development","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Mylk Guys,https://www.crunchbase.com/funding_round/mylk-guys-seed--51ca5b90,Mylk Guys,https://www.crunchbase.com/organization/mylk-guys,Seed,,,,2018-01-01,"E-Commerce, Food and Beverage","San Francisco, California, United States, North America",,4,Seed
Angel Round - Borrow,https://www.crunchbase.com/funding_round/prazo-angel--55b25d54,Borrow,https://www.crunchbase.com/organization/prazo,Angel,,,,2018-11-14,"Automotive, E-Commerce, Electric Vehicle, Internet of Things, Lifestyle, Subscription Service, Transportation","West Hollywood, California, United States, North America",,5,Seed
Angel Round - Thrilling,https://www.crunchbase.com/funding_round/thrilling-angel--cbc3f01f,Thrilling,https://www.crunchbase.com/organization/thrilling,Angel,,,,2018-11-20,E-Commerce,"Los Angeles, California, United States, North America",,2,Seed
Venture Round - El Silencio Holdings,https://www.crunchbase.com/funding_round/el-silencio-holdings-inc-series-unknown--042f1d93,El Silencio Holdings,https://www.crunchbase.com/organization/el-silencio-holdings-inc,Venture - Series Unknown,19999995,USD,19999995,2019-04-05,"E-Commerce, Food and Beverage, Retail, Wine And Spirits","Santa Monica, California, United States, North America",$1M to $10M,2,
Seed Round - Filmhub,https://www.crunchbase.com/funding_round/filmhub-seed--db538e1b,Filmhub,https://www.crunchbase.com/organization/filmhub,Seed,,,,2017-09-01,"Cloud Infrastructure, E-Commerce, Film Distribution, Internet","Santa Monica, California, United States, North America",,2,Seed
Seed Round - EvaBot,https://www.crunchbase.com/funding_round/evabot-inc-seed--09b2607c,EvaBot,https://www.crunchbase.com/organization/evabot-inc,Seed,300000,USD,300000,2019-04-24,"Artificial Intelligence, E-Commerce, Gift, Information Technology, Virtual Assistant","San Mateo, California, United States, North America",Less than $1M,3,Seed
Private Equity Round - COOLA,https://www.crunchbase.com/funding_round/coola-suncare-private-equity--637f5721,COOLA,https://www.crunchbase.com/organization/coola-suncare,Private Equity,74127192,USD,74127192,2019-05-06,"E-Commerce, Internet, Internet of Things, Retail","Carlsbad, California, United States, North America",Less than $1M,1,Private Equity
Venture Round - LARQ,https://www.crunchbase.com/funding_round/larq-series-unknown--ccd51e69,LARQ,https://www.crunchbase.com/organization/larq,Venture - Series Unknown,,,,2019-06-04,"Consumer Electronics, Consumer Goods, E-Commerce, Lifestyle, Water Purification, Wellness","Foster City, California, United States, North America",,1,
Seed Round - Reel,https://www.crunchbase.com/funding_round/reeelit-seed--05dcdd41,Reel,https://www.crunchbase.com/organization/reeelit,Seed,,,,2019-06-17,"E-Commerce, Internet, Shopping","Los Angeles, California, United States, North America",,5,Seed
Venture Round - Modal,https://www.crunchbase.com/funding_round/drive-motors-series-unknown--cb0d44b3,Modal,https://www.crunchbase.com/organization/drive-motors,Venture - Series Unknown,6000000,USD,6000000,2019-06-14,"Automotive, E-Commerce, Mobile, SaaS","San Francisco, California, United States, North America",Less than $1M,6,
Seed Round - Extend,https://www.crunchbase.com/funding_round/extend-seed--4b01bd2c,Extend,https://www.crunchbase.com/organization/extend,Seed,,,,2019-01-07,"E-Commerce, Financial Services, Internet","San Francisco, California, United States, North America",,2,Early Stage Venture
Corporate Round - Central Payment,https://www.crunchbase.com/funding_round/cpay-corporate-round--9492106b,Central Payment,https://www.crunchbase.com/organization/cpay,Corporate Round,126000000,USD,126000000,2018-04-01,"E-Commerce, Financial Services, Payments","San Rafael, California, United States, North America",$10M to $50M,2,M&A
Seed Round - Miss Grass,https://www.crunchbase.com/funding_round/miss-grass-seed--ce519877,Miss Grass,https://www.crunchbase.com/organization/miss-grass,Seed,4000000,USD,4000000,2019-06-28,"Cannabis, E-Commerce, Health Care, Publishing, Wellness","Venice, California, United States, North America",,1,Seed
Seed Round - Reel,https://www.crunchbase.com/funding_round/reeelit-seed--eba9fd11,Reel,https://www.crunchbase.com/organization/reeelit,Seed,,,,2019-06-01,"E-Commerce, Internet, Shopping","Los Angeles, California, United States, North America",,5,Seed
Seed Round - Let’s Do This,https://www.crunchbase.com/funding_round/let-s-do-this-seed--676085cc,Let’s Do This,https://www.crunchbase.com/organization/let-s-do-this,Seed,,,,2018-08-08,"E-Commerce, Events, Marketplace, Sports","San Francisco, California, United States, North America",$1M to $10M,5,Early Stage Venture
"Seed Round - YesPlz, Inc.",https://www.crunchbase.com/funding_round/yesplz-9777-seed--c7b18c1f,"YesPlz, Inc.",https://www.crunchbase.com/organization/yesplz-9777,Seed,,,,2018-12-01,"Artificial Intelligence, E-Commerce, Machine Learning, Retail Technology, SaaS","Sunnyvale, California, United States, North America",,1,Seed
Venture Round - Fernish,https://www.crunchbase.com/funding_round/fernish-series-unknown--65a0b194,Fernish,https://www.crunchbase.com/organization/fernish,Venture - Series Unknown,,,,2018-07-16,"E-Commerce, Furniture, Interior Design, Lifestyle, Subscription Service","Los Angeles, California, United States, North America",$1M to $10M,3,
Seed Round - Shipsi,https://www.crunchbase.com/funding_round/shipsi-inc-seed--0dedff25,Shipsi,https://www.crunchbase.com/organization/shipsi-inc,Seed,100000,USD,100000,2018-07-16,"E-Commerce, Information Services, Information Technology","Venice, California, United States, North America",$1M to $10M,6,Seed
Pre Seed Round - ManiMe,https://www.crunchbase.com/funding_round/mani-me-pre-seed--68a9b88e,ManiMe,https://www.crunchbase.com/organization/mani-me,Pre-Seed,,,,2018-07-16,"Communities, E-Commerce, Fashion, Lifestyle, Manufacturing, Retail","Stanford, California, United States, North America",Less than $1M,3,Seed
Seed Round - Proven Skincare,https://www.crunchbase.com/funding_round/proven-2932-seed--ed7d704a,Proven Skincare,https://www.crunchbase.com/organization/proven-2932,Seed,,,,2018-03-31,"Artificial Intelligence, Beauty, Cosmetics, E-Commerce, Lifestyle, Sales","San Francisco, California, United States, North America",,4,Seed
Seed Round - Oscart,https://www.crunchbase.com/funding_round/oscart-dd1d-seed--2e44f31f,Oscart,https://www.crunchbase.com/organization/oscart-dd1d,Seed,,,,2019-06-20,E-Commerce,"City Of Industry, California, United States, North America",,1,Seed
Seed Round - Calii,https://www.crunchbase.com/funding_round/calii-seed--8d55d3fb,Calii,https://www.crunchbase.com/organization/calii,Seed,,,,2019-04-01,"E-Commerce, Food and Beverage, Logistics, Supply Chain Management, Sustainability","San Francisco, California, United States, North America",,2,Seed
Angel Round - Melixir Vegan Skincare,https://www.crunchbase.com/funding_round/melixirveganskincare-angel--7c194d64,Melixir Vegan Skincare,https://www.crunchbase.com/organization/melixirveganskincare,Angel,100000,USD,100000,2018-08-31,"Beauty, Consumer, Consumer Goods, E-Commerce, Retail, Shopping, Sustainability","San Francisco, California, United States, North America",,2,Seed
Series A - Anomalie,https://www.crunchbase.com/funding_round/anomalie-series-a--0c295b8b,Anomalie,https://www.crunchbase.com/organization/anomalie,Series A,13600000,USD,13600000,2019-03-01,"E-Commerce, Fashion, Wedding","San Francisco, California, United States, North America",Less than $1M,2,Early Stage Venture
Seed Round - Last Brand,https://www.crunchbase.com/funding_round/last-brand-seed--5da23ce1,Last Brand,https://www.crunchbase.com/organization/last-brand,Seed,5000000,USD,5000000,2019-03-04,"E-Commerce, Logistics, Retail, Retail Technology","San Francisco, California, United States, North America",Less than $1M,2,Seed
Convertible Note - Imperfect Foods,https://www.crunchbase.com/funding_round/imperfect-produce-convertible-note--eb8d21be,Imperfect Foods,https://www.crunchbase.com/organization/imperfect-produce,Convertible Note,5000000,USD,5000000,2018-01-07,"Consumer, Delivery Service, E-Commerce, Food and Beverage, Food Delivery, Fruit, Grocery, Social Entrepreneurship","San Francisco, California, United States, North America",$100M to $500M,7,Early Stage Venture
Venture Round - Streamoid Technologies Inc,https://www.crunchbase.com/funding_round/streamoid-technologies-series-unknown--991d763b,Streamoid Technologies Inc,https://www.crunchbase.com/organization/streamoid-technologies,Venture - Series Unknown,,,,2017-12-01,"E-Commerce, Fashion","Palo Alto, California, United States, North America",Less than $1M,2,
Pre Seed Round - New Manhattan,https://www.crunchbase.com/funding_round/new-manhattan-pre-seed--648d4683,New Manhattan,https://www.crunchbase.com/organization/new-manhattan,Pre-Seed,90000,USD,90000,2019-01-01,"E-Commerce, Fashion, Industrial Automation","Chatsworth, California, United States, North America",,1,Seed
Pre Seed Round - StyleRow,https://www.crunchbase.com/funding_round/stylerow-pre-seed--02599b37,StyleRow,https://www.crunchbase.com/organization/stylerow,Pre-Seed,620000,USD,620000,2018-06-01,"Architecture, E-Commerce, Furniture, Interior Design, Lighting, Software","Beverly Hills, California, United States, North America",,2,Seed
Series C - Engage3,https://www.crunchbase.com/funding_round/engage3-solution-series-c--dfe2a1d7,Engage3,https://www.crunchbase.com/organization/engage3-solution,Series C,12000000,USD,12000000,2019-06-20,"Analytics, Big Data, E-Commerce, Internet of Things, Retail","Davis, California, United States, North America",$10M to $50M,5,Late Stage Venture
Secondary Market - Poshmark,https://www.crunchbase.com/funding_round/poshmark-secondary-market--455902a9,Poshmark,https://www.crunchbase.com/organization/poshmark,Secondary Market,,,,2019-04-05,"E-Commerce, Fashion, Marketplace, Peer to Peer","Redwood City, California, United States, North America",$100M to $500M,6,Late Stage Venture
Seed Round - Kitterly,https://www.crunchbase.com/funding_round/kitterly-seed--bd08677e,Kitterly,https://www.crunchbase.com/organization/kitterly,Seed,,,,2018-01-01,"E-Commerce, Fashion","Los Angeles, California, United States, North America",$1M to $10M,4,Seed
Seed Round - Snackpass,https://www.crunchbase.com/funding_round/snackpass-seed--9b93c0ad,Snackpass,https://www.crunchbase.com/organization/snackpass,Seed,2000000,USD,2000000,2018-05-01,"Apps, E-Commerce, Food and Beverage, Local, Mobile Apps, Social, Software","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Pre Seed Round - REPEAT,https://www.crunchbase.com/funding_round/getrepeat-pre-seed--e301c7bd,REPEAT,https://www.crunchbase.com/organization/getrepeat,Pre-Seed,1165000,USD,1165000,2018-11-16,"CRM, E-Commerce, Machine Learning, Retail Technology","Los Angeles, California, United States, North America",,2,Seed
Pre Seed Round - Tuli Technologies,https://www.crunchbase.com/funding_round/tuli-technologies-pre-seed--ad28985b,Tuli Technologies,https://www.crunchbase.com/organization/tuli-technologies,Pre-Seed,190000,USD,190000,2019-02-01,"E-Commerce, Food and Beverage, Food Delivery, Information Technology, Internet, Social Shopping","San Clemente, California, United States, North America",,2,Seed
Debt Financing - PaymentClub,https://www.crunchbase.com/funding_round/paymentclub-inc-debt-financing--b2c534d7,PaymentClub,https://www.crunchbase.com/organization/paymentclub-inc,Debt Financing,5000000,USD,5000000,2018-08-26,"E-Commerce, Financial Services","Garden Grove, California, United States, North America",Less than $1M,1,
Series C - Alto Pharmacy,https://www.crunchbase.com/funding_round/scriptdash-series-c--883a53d8,Alto Pharmacy,https://www.crunchbase.com/organization/scriptdash,Series C,30000000,USD,30000000,2019-06-05,"Consumer, E-Commerce, Health Care, Medical, Pharmaceutical","San Francisco, California, United States, North America",$10M to $50M,6,Late Stage Venture
Seed Round - Printify,https://www.crunchbase.com/funding_round/printify-2-seed--1c8357fd,Printify,https://www.crunchbase.com/organization/printify-2,Seed,3000000,USD,3000000,2019-05-09,"E-Commerce, Fashion, Manufacturing, Marketplace, Printing","San Francisco, California, United States, North America",$10M to $50M,3,Seed
Seed Round - Shani Darden,https://www.crunchbase.com/funding_round/shani-darden-seed--d521e4b8,Shani Darden,https://www.crunchbase.com/organization/shani-darden,Seed,,,,2019-05-31,"Beauty, E-Commerce","Beverly Hills, California, United States, North America",,1,Seed
Seed Round - Jaanuu,https://www.crunchbase.com/funding_round/jaanuu-by-dr-neela-seed--fe48d269,Jaanuu,https://www.crunchbase.com/organization/jaanuu-by-dr-neela,Seed,,,,2018-01-22,"E-Commerce, Fashion, Health Care","El Segundo, California, United States, North America",$10M to $50M,7,
Seed Round - Reel,https://www.crunchbase.com/funding_round/reeelit-seed--ed560db2,Reel,https://www.crunchbase.com/organization/reeelit,Seed,,,,2018-12-21,"E-Commerce, Internet, Shopping","Los Angeles, California, United States, North America",,5,Seed
Seed Round - Art of Sport,https://www.crunchbase.com/funding_round/art-of-sport-seed--63d2aeef,Art of Sport,https://www.crunchbase.com/organization/art-of-sport,Seed,,,,2018-10-03,"Consumer Goods, E-Commerce, Subscription Service","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Sheltr,https://www.crunchbase.com/funding_round/sheltr-seed--310e5858,Sheltr,https://www.crunchbase.com/organization/sheltr,Seed,3200000,USD,3200000,2019-06-04,"E-Commerce, Home Services, Internet, Software","San Francisco, California, United States, North America",,1,M&A
Series A - EasyPost,https://www.crunchbase.com/funding_round/easypost-series-a--8b9e981c,EasyPost,https://www.crunchbase.com/organization/easypost,Series A,,,,2018-06-28,"Delivery, E-Commerce, Logistics, Shipping","San Francisco, California, United States, North America",$10M to $50M,5,Early Stage Venture
Series C - Colorescience,https://www.crunchbase.com/funding_round/colorescience-series-c--6cfc0676,Colorescience,https://www.crunchbase.com/organization/colorescience,Series C,15000000,USD,15000000,2017-07-21,"Beauty, Cosmetics, E-Commerce, Fashion, Lifestyle","Carlsbad, California, United States, North America",$10M to $50M,5,M&A
Venture Round - Unbxd,https://www.crunchbase.com/funding_round/unbxd-series-unknown--69d512f1,Unbxd,https://www.crunchbase.com/organization/unbxd,Venture - Series Unknown,,,,2019-01-01,"Artificial Intelligence, E-Commerce, Navigation, Software","Mountain View, California, United States, North America",$1M to $10M,7,
Series B - Imperfect Foods,https://www.crunchbase.com/funding_round/imperfect-produce-series-b--7d18f79a,Imperfect Foods,https://www.crunchbase.com/organization/imperfect-produce,Series B,30000000,USD,30000000,2018-05-17,"Consumer, Delivery Service, E-Commerce, Food and Beverage, Food Delivery, Fruit, Grocery, Social Entrepreneurship","San Francisco, California, United States, North America",$100M to $500M,7,Early Stage Venture
Seed Round - Begin Health,https://www.crunchbase.com/funding_round/begin-294c-seed--e247af65,Begin Health,https://www.crunchbase.com/organization/begin-294c,Seed,,,,2019-04-01,"Consumer Goods, E-Commerce, Food and Beverage, Manufacturing","San Francisco, California, United States, North America",,1,Seed
Secondary Market - Coinbase,https://www.crunchbase.com/funding_round/coinbase-secondary-market--37e7366b,Coinbase,https://www.crunchbase.com/organization/coinbase,Secondary Market,22000000,USD,22000000,2018-12-21,"Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Ethereum, FinTech, Personal Finance, Virtual Currency","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Venture Round - MartMobi Technologies,https://www.crunchbase.com/funding_round/martmobi-technologies-series-unknown--07712619,MartMobi Technologies,https://www.crunchbase.com/organization/martmobi-technologies,Venture - Series Unknown,,,,2019-01-01,"E-Commerce, Mobile","San Jose, California, United States, North America",,4,M&A
Seed Round - AVOCADO,https://www.crunchbase.com/funding_round/avocado-seed--40053e33,AVOCADO,https://www.crunchbase.com/organization/avocado,Seed,550000,USD,550000,2018-10-01,"Consumer, E-Commerce, Grocery, Marketplace, Predictive Analytics, Retail, Shopping","Santa Clara, California, United States, North America",,2,Seed
Pre Seed Round - Nostra,https://www.crunchbase.com/funding_round/nostra-608c-pre-seed--28a7f924,Nostra,https://www.crunchbase.com/organization/nostra-608c,Pre-Seed,,,,2019-05-01,"E-Commerce, E-Commerce Platforms, Personalization","San Francisco, California, United States, North America",,1,Seed
Series E - Sun Basket,https://www.crunchbase.com/funding_round/sun-basket-series-e--625d71fd,Sun Basket,https://www.crunchbase.com/organization/sun-basket,Series E,30000000,USD,30000000,2019-05-21,"Cooking, Delivery, E-Commerce, Organic Food","San Francisco, California, United States, North America",$100M to $500M,8,Late Stage Venture
Series F - Affirm,https://www.crunchbase.com/funding_round/affirm-series-f--87997e72,Affirm,https://www.crunchbase.com/organization/affirm,Series F,300000000,USD,300000000,2019-04-03,"Consumer Lending, E-Commerce, Fashion, Financial Services, FinTech, Payments, Personal Finance, Retail","San Francisco, California, United States, North America",$100M to $500M,7,Late Stage Venture
Pre Seed Round - Honeybee Health,https://www.crunchbase.com/funding_round/honeybee-health-pre-seed--9d6c8b07,Honeybee Health,https://www.crunchbase.com/organization/honeybee-health,Pre-Seed,,,,2019-01-01,"E-Commerce, Health Care","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Rizort,https://www.crunchbase.com/funding_round/rizort-seed--03b53e40,Rizort,https://www.crunchbase.com/organization/rizort,Seed,,,,2019-01-01,"E-Commerce, Leisure, Marketplace, Tourism, Travel, Vacation Rental","San Francisco, California, United States, North America",$1M to $10M,2,Seed
Series C - Eaze,https://www.crunchbase.com/funding_round/eaze-2-series-c--39736c48,Eaze,https://www.crunchbase.com/organization/eaze-2,Series C,84000000,USD,84000000,2018-12-13,"Cannabis, Consumer, E-Commerce, Health Care, Marketplace","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Series C - Parachute Home,https://www.crunchbase.com/funding_round/parachute-series-c--5f41a028,Parachute Home,https://www.crunchbase.com/organization/parachute,Series C,30000000,USD,30000000,2018-06-27,"E-Commerce, Home Decor, Interior Design, Retail","Culver City, California, United States, North America",$10M to $50M,6,Late Stage Venture
Non Equity Assistance - Birdie,https://www.crunchbase.com/funding_round/birdie-non-equity-assistance--0c75d1be,Birdie,https://www.crunchbase.com/organization/birdie,Non-equity Assistance,50000,USD,50000,2019-05-01,"Artificial Intelligence, Big Data, E-Commerce, Internet","Palo Alto, California, United States, North America",,2,Seed
Pre Seed Round - Aliud,https://www.crunchbase.com/funding_round/aliud-pre-seed--64d883a5,Aliud,https://www.crunchbase.com/organization/aliud,Pre-Seed,50000,USD,50000,2019-02-02,"Advertising Platforms, Business Intelligence, E-Commerce, Employment, Freelance, Internet, Rental, Software","San Diego, California, United States, North America",,2,Seed
Initial Coin Offering - TrustToken,https://www.crunchbase.com/funding_round/trusttoken-initial-coin-offering--3398cfd9,TrustToken,https://www.crunchbase.com/organization/trusttoken,Initial Coin Offering,20000000,USD,20000000,2018-06-18,"Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Ethereum, Finance","San Francisco, California, United States, North America",$1M to $10M,4,Private Equity
Seed Round - 9 Count,https://www.crunchbase.com/funding_round/9-count-seed--ded4d444,9 Count,https://www.crunchbase.com/organization/9-count,Seed,,,,2019-01-07,"Association, Communities, E-Commerce, Non Profit","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Mira Beauty™,https://www.crunchbase.com/funding_round/mira-4f5f-seed--b0d3264d,Mira Beauty™,https://www.crunchbase.com/organization/mira-4f5f,Seed,3300000,USD,3300000,2019-01-01,"Apps, Beauty, Cosmetics, E-Commerce, E-Commerce Platforms, Internet, Retail, Shopping, Social Shopping, Software","San Francisco, California, United States, North America",,2,Seed
Pre Seed Round - Mira Beauty™,https://www.crunchbase.com/funding_round/mira-4f5f-pre-seed--61dc004e,Mira Beauty™,https://www.crunchbase.com/organization/mira-4f5f,Pre-Seed,1200000,USD,1200000,2018-01-01,"Apps, Beauty, Cosmetics, E-Commerce, E-Commerce Platforms, Internet, Retail, Shopping, Social Shopping, Software","San Francisco, California, United States, North America",,2,Seed
Equity Crowdfunding - Digital Brands Group (DBG),https://www.crunchbase.com/funding_round/digital-brands-group-dbg-equity-crowdfunding--1408b38b,Digital Brands Group (DBG),https://www.crunchbase.com/organization/digital-brands-group-dbg,Equity Crowdfunding,139980,GBP,182575,2018-10-01,"E-Commerce, Lifestyle","Los Angeles, California, United States, North America",,4,
Series B - WhatsMode,https://www.crunchbase.com/funding_round/whatsmode-series-b--d85926f8,WhatsMode,https://www.crunchbase.com/organization/whatsmode,Series B,,,,2018-09-04,"E-Commerce, Fashion, Social Media","West Hollywood, California, United States, North America",,3,Early Stage Venture
Seed Round - Mylk Guys,https://www.crunchbase.com/funding_round/mylk-guys-seed--f675ba16,Mylk Guys,https://www.crunchbase.com/organization/mylk-guys,Seed,,,,2018-09-07,"E-Commerce, Food and Beverage","San Francisco, California, United States, North America",,4,Seed
Series A - WeGet,https://www.crunchbase.com/funding_round/weget-series-a--6b726b71,WeGet,https://www.crunchbase.com/organization/weget,Series A,3000000,USD,3000000,2019-02-22,"Beauty, E-Commerce","Los Angeles, California, United States, North America",,1,Early Stage Venture
Debt Financing - Pixielane,https://www.crunchbase.com/funding_round/pixielane-debt-financing--5e6ae512,Pixielane,https://www.crunchbase.com/organization/pixielane,Debt Financing,1000000,USD,1000000,2019-01-02,E-Commerce,"Los Angeles, California, United States, North America",,1,
Debt Financing - American Giant,https://www.crunchbase.com/funding_round/american-giant-clothing-debt-financing--7791591c,American Giant,https://www.crunchbase.com/organization/american-giant-clothing,Debt Financing,3600000,USD,3600000,2017-10-24,"E-Commerce, Fashion, Retail","San Francisco, California, United States, North America",$1M to $10M,4,
