Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Series A - sensemetrics,https://www.crunchbase.com/funding_round/sensemetrics-series-a--c17ef0cd,sensemetrics,https://www.crunchbase.com/organization/sensemetrics,Series A,10000000,USD,10000000,2018-12-11,"Industrial Automation, Information Technology, Internet, Internet of Things, Risk Management, Sensor, Software","San Diego, California, United States, North America",$1M to $10M,1,Early Stage Venture
Venture Round - Four Sigmatic,https://www.crunchbase.com/funding_round/four-sigmatic-series-unknown--98191013,Four Sigmatic,https://www.crunchbase.com/organization/four-sigmatic,Venture - Series Unknown,5377053,USD,5377053,2018-12-11,"Fitness, Food and Beverage, Health Care, Nutrition, Wellness","Santa Monica, California, United States, North America",$50M to $100M,4,
Seed Round - Braintrust,https://www.crunchbase.com/funding_round/braintrust-bac9-seed--42e05623,Braintrust,https://www.crunchbase.com/organization/braintrust-bac9,Seed,5000000,USD,5000000,2018-12-11,"Blockchain, Freelance, Human Resources, Information Technology, Internet, Marketplace, Product Design, Software, Software Engineering","San Jose, California, United States, North America",$1M to $10M,2,Seed
Series B - Wyre,https://www.crunchbase.com/funding_round/wyre-series-b--7a915caa,Wyre,https://www.crunchbase.com/organization/wyre,Series B,,,,2018-12-12,"Banking, Bitcoin, Cryptocurrency, Finance, Financial Services, Payments","San Francisco, California, United States, North America",$1M to $10M,6,Early Stage Venture
Series B - Juniper Square,https://www.crunchbase.com/funding_round/juniper-square-series-b--fb491091,Juniper Square,https://www.crunchbase.com/organization/juniper-square,Series B,25000000,USD,25000000,2018-12-12,"Commercial Real Estate, Enterprise Software, Finance, Financial Services, FinTech, Productivity Tools, Real Estate Investment, SaaS","San Francisco, California, United States, North America",$1M to $10M,4,Late Stage Venture
Seed Round - ImpactVision,https://www.crunchbase.com/funding_round/impactvision-seed--408c842c,ImpactVision,https://www.crunchbase.com/organization/impactvision,Seed,1300000,USD,1300000,2018-12-12,"Agriculture, AgTech, Farming, Food and Beverage, Food Processing, Information Technology, Sensor, Software","San Francisco, California, United States, North America",Less than $1M,5,Seed
Seed Round - Virtual Rights Management,https://www.crunchbase.com/funding_round/virtual-rights-management-seed--41309785,Virtual Rights Management,https://www.crunchbase.com/organization/virtual-rights-management,Seed,100000,USD,100000,2018-12-12,"Information Technology, Service Industry","Marina Del Rey, California, United States, North America",,1,Seed
Series A - Latticework,https://www.crunchbase.com/funding_round/latticework-series-a--b8209fc3,Latticework,https://www.crunchbase.com/organization/latticework,Series A,13000000,USD,13000000,2018-12-12,"Analytics, CRM, Electronics, Information Technology","San Jose, California, United States, North America",,1,Early Stage Venture
Series A - Magnetic Insight,https://www.crunchbase.com/funding_round/magnetic-insight-inc-series-a--076a20bd,Magnetic Insight,https://www.crunchbase.com/organization/magnetic-insight-inc,Series A,18000000,USD,18000000,2018-12-12,"Health Care, Life Science, Medical Device","Alameda, California, United States, North America",$1M to $10M,5,Early Stage Venture
Series C - Guideline,https://www.crunchbase.com/funding_round/guideline-technologies-inc-series-c--a21b0ee4,Guideline,https://www.crunchbase.com/organization/guideline-technologies-inc,Series C,35000000,USD,35000000,2018-12-12,"Finance, FinTech, Small and Medium Businesses","San Mateo, California, United States, North America",$1M to $10M,4,Late Stage Venture
Seed Round - Inscribe,https://www.crunchbase.com/funding_round/inscribe-seed--b6b0cc0c,Inscribe,https://www.crunchbase.com/organization/inscribe,Seed,3000000,USD,3000000,2018-12-12,"B2B, Information Technology, Internet, Software","San Francisco, California, United States, North America",,3,Seed
Series C - Eaze,https://www.crunchbase.com/funding_round/eaze-2-series-c--39736c48,Eaze,https://www.crunchbase.com/organization/eaze-2,Series C,84000000,USD,84000000,2018-12-13,"Cannabis, Consumer, E-Commerce, Health Care, Marketplace","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Series B - Mission Bio,https://www.crunchbase.com/funding_round/mission-bio-series-b--ba9de039,Mission Bio,https://www.crunchbase.com/organization/mission-bio,Series B,30000000,USD,30000000,2018-12-13,"Analytics, Bioinformatics, Biotechnology, Genetics, Health Care","San Francisco, California, United States, North America",$1M to $10M,2,Early Stage Venture
Seed Round - Hotpyp,https://www.crunchbase.com/funding_round/hotpyp-seed--535af05e,Hotpyp,https://www.crunchbase.com/organization/hotpyp,Seed,465000,USD,465000,2018-12-13,Information Technology,"Walnut Creek, California, United States, North America",,2,Seed
Series B - Chorus.ai,https://www.crunchbase.com/funding_round/chorus-ai-series-b--8d67a28b,Chorus.ai,https://www.crunchbase.com/organization/chorus-ai,Series B,33000000,USD,33000000,2018-12-13,"Artificial Intelligence, Big Data, Customer Service, Information Technology, Machine Learning, Sales, Software","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Venture Round - Medsphere Systems,https://www.crunchbase.com/funding_round/medsphere-systems-series-unknown--90bfafc7,Medsphere Systems,https://www.crunchbase.com/organization/medsphere-systems,Venture - Series Unknown,32000000,USD,32000000,2018-12-13,"Electronic Health Record (EHR), Health Care, Hospital, Information Technology","Carlsbad, California, United States, North America",$10M to $50M,13,
Seed Round - Freedom Robotics,https://www.crunchbase.com/funding_round/freedom-robotics-seed--0cd4f31e,Freedom Robotics,https://www.crunchbase.com/organization/freedom-robotics,Seed,,,,2018-12-14,"Information Technology, IT Infrastructure, Robotics, Software","San Francisco, California, United States, North America",$1M to $10M,2,Seed
Venture Round - ARIZ Precision Medicine,https://www.crunchbase.com/funding_round/ariz-precision-medicine-series-unknown--37dfa04d,ARIZ Precision Medicine,https://www.crunchbase.com/organization/ariz-precision-medicine,Venture - Series Unknown,2700000,USD,2700000,2018-12-14,"Health Care, Pharmaceutical","Davis, California, United States, North America",,1,
Seed Round - Manifold,https://www.crunchbase.com/funding_round/manifold-bb76-seed--599087e8,Manifold,https://www.crunchbase.com/organization/manifold-bb76,Seed,1500000,USD,1500000,2018-12-14,"Artificial Intelligence, Computer Vision, Consulting, Information Technology, Machine Learning, Software, Software Engineering","Oakland, California, United States, North America",,1,Seed
Series H - Procore,https://www.crunchbase.com/funding_round/procore-technologies-series-h--c77d8420,Procore,https://www.crunchbase.com/organization/procore-technologies,Series H,75000000,USD,75000000,2018-12-14,"Construction, Information Technology, Internet, Project Management, SaaS, Software","Carpinteria, California, United States, North America",$100M to $500M,12,Late Stage Venture
Corporate Round - HintMD,https://www.crunchbase.com/funding_round/hintmd-corporate-round--fb058ec1,HintMD,https://www.crunchbase.com/organization/hintmd,Corporate Round,10000000,USD,10000000,2018-12-14,"FinTech, Health Care, Payments, Subscription Service","Pleasanton, California, United States, North America",$10M to $50M,6,
Series B - DYN365,https://www.crunchbase.com/funding_round/dyn365-series-b--2b1afd5d,DYN365,https://www.crunchbase.com/organization/dyn365,Series B,19500001,USD,19500001,2018-12-14,"Information Technology, Service Industry","Irvine, California, United States, North America",Less than $1M,3,Late Stage Venture
Venture Round - Ionetix Corporation,https://www.crunchbase.com/funding_round/ionetix-series-unknown--bf19c1bb,Ionetix Corporation,https://www.crunchbase.com/organization/ionetix,Venture - Series Unknown,26830000,USD,26830000,2018-12-14,"Health Care, Manufacturing, Pharmaceutical","San Francisco, California, United States, North America",$1M to $10M,2,
Seed Round - Sendlane,https://www.crunchbase.com/funding_round/sendlane-seed--8352e486,Sendlane,https://www.crunchbase.com/organization/sendlane,Seed,3000000,USD,3000000,2018-12-14,"Advertising, Artificial Intelligence, Information Technology, Marketing","San Diego, California, United States, North America",$1M to $10M,3,Seed
Seed Round - Abacus,https://www.crunchbase.com/funding_round/abacusfi-seed--fb1a9797,Abacus,https://www.crunchbase.com/organization/abacusfi,Seed,2000000,USD,2000000,2018-12-17,"Blockchain, Finance, Financial Services, FinTech","San Francisco, California, United States, North America",,2,Seed
Convertible Note - Scratch,https://www.crunchbase.com/funding_round/scratch-fi-convertible-note--7d98bbc9,Scratch,https://www.crunchbase.com/organization/scratch-fi,Convertible Note,,,,2018-12-17,FinTech,"San Francisco, California, United States, North America",Less than $1M,3,
Post-IPO Equity - Pulse Biosciences,https://www.crunchbase.com/funding_round/pulse-biosciences-post-ipo-equity--372f9acd,Pulse Biosciences,https://www.crunchbase.com/organization/pulse-biosciences,Post-IPO Equity,45000000,USD,45000000,2018-12-17,"Health Care, Medical, Medical Device, Therapeutics","Hayward, California, United States, North America",$100M to $500M,4,IPO
"Series A - Protecht, Inc",https://www.crunchbase.com/funding_round/protecht-inc-series-a--bbb1d64e,"Protecht, Inc",https://www.crunchbase.com/organization/protecht-inc,Series A,8000000,USD,8000000,2018-12-17,"FinTech, Fraud Detection, Insurance, InsurTech, Payments","Newport Beach, California, United States, North America",Less than $1M,6,Early Stage Venture
Debt Financing - Aura,https://www.crunchbase.com/funding_round/insikt-inc--debt-financing--cf3bb2c5,Aura,https://www.crunchbase.com/organization/insikt-inc-,Debt Financing,210000000,USD,210000000,2018-12-17,"Banking, Financial Services, FinTech, Lending, Software","San Francisco, California, United States, North America",$10M to $50M,15,
Pre Seed Round - Palifer,https://www.crunchbase.com/funding_round/palifer-pre-seed--7d8a3e03,Palifer,https://www.crunchbase.com/organization/palifer,Pre-Seed,,,,2018-12-17,"Artificial Intelligence, Education, Health Care, Internet","Berkeley, California, United States, North America",,1,Seed
Seed Round - Set Labs,https://www.crunchbase.com/funding_round/set-protocol-seed--121b4d9f,Set Labs,https://www.crunchbase.com/organization/set-protocol,Seed,2000000,USD,2000000,2018-12-17,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software","San Francisco, California, United States, North America",,2,Seed
Seed Round - Next Health,https://www.crunchbase.com/funding_round/next-health-com-seed--9d934197,Next Health,https://www.crunchbase.com/organization/next-health-com,Seed,,,,2018-12-17,"Fitness, Health Care, Wellness","Los Angeles, California, United States, North America",,1,Seed
Convertible Note - Amino,https://www.crunchbase.com/funding_round/amino-convertible-note--58cc6dff,Amino,https://www.crunchbase.com/organization/amino,Convertible Note,,,,2018-12-18,"Employee Benefits, Financial Services, Health Care, Mobile","San Francisco, California, United States, North America",$1M to $10M,6,Late Stage Venture
Seed Round - IFGCure,https://www.crunchbase.com/funding_round/ifgcure-seed--13dc85a8,IFGCure,https://www.crunchbase.com/organization/ifgcure,Seed,,,,2018-12-18,"Computer, Education, Fitness, Health Care, Medical, Software, Virtual Reality","Los Angeles, California, United States, North America",,2,Seed
Seed Round - ImpriMed,https://www.crunchbase.com/funding_round/imprimed-seed--2ab7d86f,ImpriMed,https://www.crunchbase.com/organization/imprimed,Seed,3700000,USD,3700000,2018-12-18,"Biotechnology, Health Care, Medical, Veterinary","Palo Alto, California, United States, North America",,2,Seed
Series A - Savonix,https://www.crunchbase.com/funding_round/savonix-series-a--b7b67ae3,Savonix,https://www.crunchbase.com/organization/savonix,Series A,9600000,USD,9600000,2018-12-18,"Apps, Artificial Intelligence, Health Care, Information Services, Information Technology, Medical, Mobile, Skill Assessment","San Francisco, California, United States, North America",Less than $1M,4,
Seed Round - Formant,https://www.crunchbase.com/funding_round/formant-seed--d3d7edda,Formant,https://www.crunchbase.com/organization/formant,Seed,6000000,USD,6000000,2018-12-18,"Information Services, Information Technology, Robotics","San Francisco, California, United States, North America",,1,Seed
Seed Round - Swasth,https://www.crunchbase.com/funding_round/swasth-seed--2f34084c,Swasth,https://www.crunchbase.com/organization/swasth,Seed,250000,USD,250000,2018-12-18,"Electronic Health Record (EHR), Fitness, Health Care, Medical, Psychology, SaaS, Software, Wellness","San Francisco, California, United States, North America",,3,Seed
Series A - Erasca,https://www.crunchbase.com/funding_round/erasca-series-a--f63e3404,Erasca,https://www.crunchbase.com/organization/erasca,Series A,42000000,USD,42000000,2018-12-18,"Emergency Medicine, Health Care, Life Science","San Diego, California, United States, North America",,2,Early Stage Venture
Series B - VoxelCloud,https://www.crunchbase.com/funding_round/voxelcloud-series-b--ea106bbf,VoxelCloud,https://www.crunchbase.com/organization/voxelcloud,Series B,50000000,USD,50000000,2018-12-18,"Artificial Intelligence, Health Care, Health Diagnostics, Medical, Medical Device","Los Angeles, California, United States, North America",$1M to $10M,4,Early Stage Venture
Series B - import.io,https://www.crunchbase.com/funding_round/importio-series-b--83be73cd,import.io,https://www.crunchbase.com/organization/importio,Series B,15500000,USD,15500000,2018-12-18,"Big Data, Information Technology, Software","Saratoga, California, United States, North America",$1M to $10M,7,Early Stage Venture
Series C - Innovative Cardiovascular Solutions,https://www.crunchbase.com/funding_round/innovative-cardiovascular-solutions-series-c--6eca36c4,Innovative Cardiovascular Solutions,https://www.crunchbase.com/organization/innovative-cardiovascular-solutions,Series C,8000000,USD,8000000,2018-12-18,"Biotechnology, Health Care, Medical Device","Mi Wuk Village, California, United States, North America",$1M to $10M,4,Late Stage Venture
Grant - UCSF Benioff Children’s Hospital Oakland,https://www.crunchbase.com/funding_round/ucsf-benioff-children-s-hospital-oakland-grant--a23d46b5,UCSF Benioff Children’s Hospital Oakland,https://www.crunchbase.com/organization/ucsf-benioff-children-s-hospital-oakland,Grant,15000000,USD,15000000,2018-12-18,"Health Care, Hospital, Medical","Oakland, California, United States, North America",,1,
Series C - Gusto,https://www.crunchbase.com/funding_round/gusto-series-c--b4761c5e,Gusto,https://www.crunchbase.com/organization/gusto,Series C,,,,2018-12-18,"Employee Benefits, Enterprise Software, Financial Services, FinTech, Human Resources, Personal Finance, SaaS","San Francisco, California, United States, North America",$100M to $500M,9,Late Stage Venture
Series A - TITAN School Solutions,https://www.crunchbase.com/funding_round/titan-school-solutions-series-a--13bb9ae5,TITAN School Solutions,https://www.crunchbase.com/organization/titan-school-solutions,Series A,5200000,USD,5200000,2018-12-18,"Education, Information Technology, Software","Irvine, California, United States, North America",,1,Early Stage Venture
Seed Round - PlanetScale,https://www.crunchbase.com/funding_round/planetscale-seed--0044c39e,PlanetScale,https://www.crunchbase.com/organization/planetscale,Seed,3000000,USD,3000000,2018-12-19,"Database, Information Technology, Software","Mountain View, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series D - Gorilla Technology Group,https://www.crunchbase.com/funding_round/gorilla-technology-group-series-d--4763ddfb,Gorilla Technology Group,https://www.crunchbase.com/organization/gorilla-technology-group,Series D,15000000,USD,15000000,2018-12-19,"Enterprise Software, Information Technology, SaaS, Software, Video","San Bruno, California, United States, North America",$1M to $10M,5,Late Stage Venture
Private Equity Round - NantCell,https://www.crunchbase.com/funding_round/nantcell-llc-private-equity--b836ed59,NantCell,https://www.crunchbase.com/organization/nantcell-llc,Private Equity,30000000,USD,30000000,2018-12-19,"Health Care, Health Diagnostics, Therapeutics","Culver City, California, United States, North America",,3,Private Equity
Series C - Annexon Biosciences,https://www.crunchbase.com/funding_round/annexon-biosciences-series-c--09f0d31e,Annexon Biosciences,https://www.crunchbase.com/organization/annexon-biosciences,Series C,75000000,USD,75000000,2018-12-19,"Biotechnology, Health Care, Health Diagnostics, Life Science, Therapeutics","South San Francisco, California, United States, North America",$1M to $10M,4,Late Stage Venture
Series A - Albert,https://www.crunchbase.com/funding_round/albert-3-series-a--8124d282,Albert,https://www.crunchbase.com/organization/albert-3,Series A,15000000,USD,15000000,2018-12-19,"Finance, Financial Services, Internet, Mobile, Software","Los Angeles, California, United States, North America",$1M to $10M,6,Early Stage Venture
Series A - Popdog,https://www.crunchbase.com/funding_round/popdog-series-a--f0e50f94,Popdog,https://www.crunchbase.com/organization/popdog,Series A,9000000,USD,9000000,2018-12-19,"Information Services, Information Technology","Santa Monica, California, United States, North America",,1,Early Stage Venture
Venture Round - Vouch Insurance,https://www.crunchbase.com/funding_round/vouch-insurance-21c4-series-unknown--38a5b86f,Vouch Insurance,https://www.crunchbase.com/organization/vouch-insurance-21c4,Venture - Series Unknown,,,,2018-12-20,"Finance, Financial Services, Insurance","San Francisco, California, United States, North America",$1M to $10M,4,
Venture Round - ForeSee Medical,https://www.crunchbase.com/funding_round/foresee-medical-series-unknown--289b306d,ForeSee Medical,https://www.crunchbase.com/organization/foresee-medical,Venture - Series Unknown,8929993,USD,8929993,2018-12-20,"Computer, Health Care, Software","San Diego, California, United States, North America",,3,
Pre Seed Round - Galley Solutions,https://www.crunchbase.com/funding_round/galley-solutions-pre-seed--70068380,Galley Solutions,https://www.crunchbase.com/organization/galley-solutions,Pre-Seed,210000,USD,210000,2018-12-20,"Enterprise Resource Planning (ERP), Food and Beverage, Food Processing, Information Technology, Software","San Diego, California, United States, North America",,4,Seed
Secondary Market - Auris Health,https://www.crunchbase.com/funding_round/auris-surgical-robotics-secondary-market--16f05d83,Auris Health,https://www.crunchbase.com/organization/auris-surgical-robotics,Secondary Market,,,,2018-12-20,"Biotechnology, Health Care, Medical, Medical Device, Robotics","Redwood City, California, United States, North America",$50M to $100M,8,M&A
Series C - Earnin,https://www.crunchbase.com/funding_round/activehours-series-c--5c55ecfb,Earnin,https://www.crunchbase.com/organization/activehours,Series C,125000000,USD,125000000,2018-12-20,"Financial Services, FinTech, Mobile Payments","Palo Alto, California, United States, North America",,4,Late Stage Venture
Seed Round - Kerotin,https://www.crunchbase.com/funding_round/kerotin-seed--a3924aa7,Kerotin,https://www.crunchbase.com/organization/kerotin,Seed,,,,2018-12-20,"Consumer Goods, Fashion, Health Care, Lifestyle, Medical, Therapeutics","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Gali Health,https://www.crunchbase.com/funding_round/gali-health-seed--210b173f,Gali Health,https://www.crunchbase.com/organization/gali-health,Seed,,,,2018-12-20,"Artificial Intelligence, Health Care","San Francisco, California, United States, North America",Less than $1M,3,Seed
Debt Financing - DrChrono,https://www.crunchbase.com/funding_round/drchrono-debt-financing--c993c122,DrChrono,https://www.crunchbase.com/organization/drchrono,Debt Financing,10000000,USD,10000000,2018-12-20,"Electronic Health Record (EHR), Health Care, Medical, mHealth","Sunnyvale, California, United States, North America",$10M to $50M,10,Early Stage Venture
Secondary Market - Coinbase,https://www.crunchbase.com/funding_round/coinbase-secondary-market--37e7366b,Coinbase,https://www.crunchbase.com/organization/coinbase,Secondary Market,22000000,USD,22000000,2018-12-21,"Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Ethereum, FinTech, Personal Finance, Virtual Currency","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Series B - Mindstrong,https://www.crunchbase.com/funding_round/mindstrong-health-series-b--b096dc52,Mindstrong,https://www.crunchbase.com/organization/mindstrong-health,Series B,30998000,USD,30998000,2018-12-21,"Biopharma, Biotechnology, Health Care, Virtual Workforce","Palo Alto, California, United States, North America",$1M to $10M,3,Early Stage Venture
Series D - Carta,https://www.crunchbase.com/funding_round/eshares-series-d--cda24727,Carta,https://www.crunchbase.com/organization/eshares,Series D,80000000,USD,80000000,2018-12-27,"Finance, FinTech, Stock Exchanges","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Venture Round - Outline,https://www.crunchbase.com/funding_round/outline-0db5-series-unknown--a7804cc2,Outline,https://www.crunchbase.com/organization/outline-0db5,Venture - Series Unknown,6000000,USD,6000000,2018-12-28,"Information Technology, Insurance, Software","San Francisco, California, United States, North America",,2,
Pre Seed Round - Grovf,https://www.crunchbase.com/funding_round/grovf-pre-seed--0dbd9987,Grovf,https://www.crunchbase.com/organization/grovf,Pre-Seed,,,,2018-12-28,"Artificial Intelligence, Database, Information Technology, Internet of Things, Machine Learning, SaaS, Software","Berkeley, California, United States, North America",,5,Seed
Seed Round - MUD\WTR,https://www.crunchbase.com/funding_round/mud-wtr-seed--6d11f8d3,MUD\WTR,https://www.crunchbase.com/organization/mud-wtr,Seed,,,,2018-12-28,"Fitness, Food and Beverage, Health Care","Venice, California, United States, North America",,1,Seed
Series A - Xage Security,https://www.crunchbase.com/funding_round/xage-security-series-a--64393ee6,Xage Security,https://www.crunchbase.com/organization/xage-security,Series A,4000000,USD,4000000,2018-12-28,"Information Technology, Internet of Things, Network Security, Security, Software","Palo Alto, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - Sportamix,https://www.crunchbase.com/funding_round/sportamix-7d38-series-a--6048b8e4,Sportamix,https://www.crunchbase.com/organization/sportamix-7d38,Series A,,,,2018-12-28,"Education, Information Technology, Internet, Social Media, Sports","Santa Monica, California, United States, North America",,5,Seed
Seed Round - Heally,https://www.crunchbase.com/funding_round/heally-seed--7cd1c699,Heally,https://www.crunchbase.com/organization/heally,Seed,2000000,USD,2000000,2018-12-28,"Health Care, Wellness","Daly City, California, United States, North America",Less than $1M,3,Seed
Seed Round - Heally,https://www.crunchbase.com/funding_round/heally-seed--12c92d63,Heally,https://www.crunchbase.com/organization/heally,Seed,,,,2018-12-29,"Health Care, Wellness","Daly City, California, United States, North America",Less than $1M,3,Seed
Product Crowdfunding - Neofect,https://www.crunchbase.com/funding_round/neofect-product-crowdfunding--5bba1b17,Neofect,https://www.crunchbase.com/organization/neofect,Product Crowdfunding,28553,USD,28553,2018-12-29,"Health Care, Medical Device, Robotics, Software","San Francisco, California, United States, North America",Less than $1M,2,IPO
Venture Round - Epalex,https://www.crunchbase.com/funding_round/epalex-series-unknown--6e69c902,Epalex,https://www.crunchbase.com/organization/epalex,Venture - Series Unknown,9998370,USD,9998370,2018-12-31,"Biotechnology, Health Care, Life Science, Pharmaceutical","Palo Alto, California, United States, North America",,2,
Seed Round - Resolve,https://www.crunchbase.com/funding_round/resolve-2d87-seed--68a04fc9,Resolve,https://www.crunchbase.com/organization/resolve-2d87,Seed,3700000,USD,3700000,2018-12-31,"Financial Services, FinTech","Oakland, California, United States, North America",,3,Seed
Grant - EPOCH,https://www.crunchbase.com/funding_round/epoch-4-grant--01fa8f68,EPOCH,https://www.crunchbase.com/organization/epoch-4,Grant,25000,CAD,18320,2018-12-31,"Information Services, Information Technology, Social Impact, Software","San Francisco, California, United States, North America",,3,
Seed Round - One,https://www.crunchbase.com/funding_round/safecorp-technology-seed--c8c5381b,One,https://www.crunchbase.com/organization/safecorp-technology,Seed,9000000,USD,9000000,2019-01-01,"Banking, Financial Services, FinTech, Software","Sacramento, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series B - Vir Biotechnology,https://www.crunchbase.com/funding_round/vir-biotechnology-series-b--6c28e39d,Vir Biotechnology,https://www.crunchbase.com/organization/vir-biotechnology,Series B,327600000,USD,327600000,2019-01-01,"Biopharma, Biotechnology, Health Care, Medical","San Francisco, California, United States, North America",$1M to $10M,4,IPO
Pre Seed Round - Drishyam.ai,https://www.crunchbase.com/funding_round/drishyam-ai-pre-seed--8d094f81,Drishyam.ai,https://www.crunchbase.com/organization/drishyam-ai,Pre-Seed,,,,2019-01-01,"Artificial Intelligence, Information Technology","San Ramon, California, United States, North America",Less than $1M,1,Seed
Seed Round - Sportamix,https://www.crunchbase.com/funding_round/sportamix-7d38-seed--709c1c03,Sportamix,https://www.crunchbase.com/organization/sportamix-7d38,Seed,500000,USD,500000,2019-01-01,"Education, Information Technology, Internet, Social Media, Sports","Santa Monica, California, United States, North America",,5,Seed
Pre Seed Round - Honeybee Health,https://www.crunchbase.com/funding_round/honeybee-health-pre-seed--9d6c8b07,Honeybee Health,https://www.crunchbase.com/organization/honeybee-health,Pre-Seed,,,,2019-01-01,"E-Commerce, Health Care","Los Angeles, California, United States, North America",,1,Seed
Venture Round - AceBot.ai,https://www.crunchbase.com/funding_round/acebot-ai-series-unknown--ba4f1eb7,AceBot.ai,https://www.crunchbase.com/organization/acebot-ai,Venture - Series Unknown,,,,2019-01-01,"Information Services, Information Technology, Mobile Apps","San Jose, California, United States, North America",Less than $1M,3,
Venture Round - Assured Risk Cover,https://www.crunchbase.com/funding_round/assured-risk-cover-series-unknown--dd93b393,Assured Risk Cover,https://www.crunchbase.com/organization/assured-risk-cover,Venture - Series Unknown,,,,2019-01-01,"Financial Services, Insurance, InsurTech","Pleasanton, California, United States, North America",Less than $1M,2,
Venture Round - MoEngage,https://www.crunchbase.com/funding_round/moengage-series-unknown--2604586a,MoEngage,https://www.crunchbase.com/organization/moengage,Venture - Series Unknown,,,,2019-01-01,"Analytics, Digital Marketing, Information Technology, Internet, Marketing Automation, Mobile, SaaS","San Francisco, California, United States, North America",$10M to $50M,5,Late Stage Venture
Venture Round - AgShift,https://www.crunchbase.com/funding_round/agshift-series-unknown--50860d3a,AgShift,https://www.crunchbase.com/organization/agshift,Venture - Series Unknown,,,,2019-01-01,"Information Technology, Software","Santa Clara, California, United States, North America",$1M to $10M,3,
Venture Round - Remitware Payments (REMITR),https://www.crunchbase.com/funding_round/remitware-payments-series-unknown--dc3e3d77,Remitware Payments (REMITR),https://www.crunchbase.com/organization/remitware-payments,Venture - Series Unknown,,,,2019-01-01,"Banking, Financial Exchanges, Financial Services, Insurance, Mobile, Payments","Palo Alto, California, United States, North America",Less than $1M,3,
Venture Round - Tracxn,https://www.crunchbase.com/funding_round/tracxn-series-unknown--0c67ab2d,Tracxn,https://www.crunchbase.com/organization/tracxn,Venture - Series Unknown,,,,2019-01-01,"Analytics, Big Data, Enterprise Software, Information Technology, Software, Venture Capital","Palo Alto, California, United States, North America",$1M to $10M,6,
Venture Round - Shield HealthCare,https://www.crunchbase.com/funding_round/shield-healthcare-medical-supplies-for-care-at-home-since-1957-series-unknown--59cdb12b,Shield HealthCare,https://www.crunchbase.com/organization/shield-healthcare-medical-supplies-for-care-at-home-since-1957,Venture - Series Unknown,,,,2019-01-01,"Health Care, Medical Device","Valencia, California, United States, North America",$10M to $50M,1,
Private Equity Round - California Retina Associates,https://www.crunchbase.com/funding_round/california-retina-associates-private-equity--e79d5336,California Retina Associates,https://www.crunchbase.com/organization/california-retina-associates,Private Equity,,,,2019-01-01,"Health Care, Hospital","Chula Vista, California, United States, North America",,1,Private Equity
Pre Seed Round - Lynx MD,https://www.crunchbase.com/funding_round/lynx-md-pre-seed--11064b08,Lynx MD,https://www.crunchbase.com/organization/lynx-md,Pre-Seed,,,,2019-01-01,"Artificial Intelligence, Health Care","Palo Alto, California, United States, North America",,2,Seed
Pre Seed Round - VIEBEG TECHNOLOGIES,https://www.crunchbase.com/funding_round/viebeg-technologies-pre-seed--1ebdd28b,VIEBEG TECHNOLOGIES,https://www.crunchbase.com/organization/viebeg-technologies,Pre-Seed,305000,USD,305000,2019-01-01,"Artificial Intelligence, Health Care, Information Technology, Medical Device","San Jose, California, United States, North America",,1,Seed
Non Equity Assistance - Octave,https://www.crunchbase.com/funding_round/octave-b269-non-equity-assistance--0258aa11,Octave,https://www.crunchbase.com/organization/octave-b269,Non-equity Assistance,,,,2019-01-01,"Health Care, Personal Health, Wellness","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Pre Seed Round - Buy Me A Coffee,https://www.crunchbase.com/funding_round/buy-me-a-coffee-pre-seed--47ec3942,Buy Me A Coffee,https://www.crunchbase.com/organization/buy-me-a-coffee,Pre-Seed,,,,2019-01-01,"Content Creators, Crowdfunding, Finance, Payments","San Francisco, California, United States, North America",,2,Seed
Grant - ImpactVision,https://www.crunchbase.com/funding_round/impactvision-grant--be674478,ImpactVision,https://www.crunchbase.com/organization/impactvision,Grant,71429,EUR,81868,2019-01-01,"Agriculture, AgTech, Farming, Food and Beverage, Food Processing, Information Technology, Sensor, Software","San Francisco, California, United States, North America",Less than $1M,5,Seed
Series A - COR,https://www.crunchbase.com/funding_round/cor-2-series-a--b6ce408f,COR,https://www.crunchbase.com/organization/cor-2,Series A,1000000,USD,1000000,2019-01-01,"Artificial Intelligence, B2B, Big Data, Enterprise Software, Information Technology, Professional Services, Project Management, SaaS, Service Industry, Software","San Francisco, California, United States, North America",,5,
