Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Venture Round - Cignifi,https://www.crunchbase.com/funding_round/cignifi-series-unknown--d4dc1d2c,Cignifi,https://www.crunchbase.com/organization/cignifi,Venture - Series Unknown,4250000,USD,4250000,2018-07-16,"Big Data, Credit, Emerging Markets, FinTech, Mobile, Telecommunications","Cambridge, Massachusetts, United States, North America",Less than $1M,6,
Series A - HotSpot Therapeutics,https://www.crunchbase.com/funding_round/hotspot-therapeutics-series-a--8052e10a,HotSpot Therapeutics,https://www.crunchbase.com/organization/hotspot-therapeutics,Series A,45000000,USD,45000000,2018-07-17,"Biopharma, Health Care, Life Science, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States, North America",Less than $1M,2,Early Stage Venture
Series B - ObserveIT,https://www.crunchbase.com/funding_round/observeit-series-b--be4a331a,ObserveIT,https://www.crunchbase.com/organization/observeit,Series B,17000000,USD,17000000,2018-07-17,"Cloud Security, Compliance, Cyber Security, Information Services, Information Technology, Software","Boston, Massachusetts, United States, North America",$10M to $50M,3,M&A
Seed Round - Solarea,https://www.crunchbase.com/funding_round/solarea-seed--ecb34e22,Solarea,https://www.crunchbase.com/organization/solarea,Seed,,,,2018-07-17,Health Care,"Cambridge, Massachusetts, United States, North America",,1,Seed
Seed Round - BLX Global,https://www.crunchbase.com/funding_round/blx-global-markets-seed--2659165e,BLX Global,https://www.crunchbase.com/organization/blx-global-markets,Seed,,,,2018-07-18,"Finance, Financial Exchanges, Financial Services, FinTech","Boston, Massachusetts, United States, North America",,1,Seed
Seed Round - Dorna Therapeutics,https://www.crunchbase.com/funding_round/dorna-therapeutics-seed--2593adc7,Dorna Therapeutics,https://www.crunchbase.com/organization/dorna-therapeutics,Seed,300000,USD,300000,2018-07-18,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States, North America",,1,Seed
Angel Round - Relief Scout,https://www.crunchbase.com/funding_round/relief-scout-angel--bb9c621c,Relief Scout,https://www.crunchbase.com/organization/relief-scout,Angel,100000,USD,100000,2018-07-20,"E-Commerce, Health Care, Retail","Groton, Massachusetts, United States, North America",,1,Seed
Venture Round - Algorand,https://www.crunchbase.com/funding_round/algorand-series-unknown--94e77b7b,Algorand,https://www.crunchbase.com/organization/algorand,Venture - Series Unknown,,,,2018-07-23,"Information Technology, Life Science, Software Engineering","Boston, Massachusetts, United States, North America",$1M to $10M,5,
Series B - Madaket,https://www.crunchbase.com/funding_round/madaket-series-b--1df0ab55,Madaket,https://www.crunchbase.com/organization/madaket,Series B,10000000,USD,10000000,2018-07-23,Health Care,"Cambridge, Massachusetts, United States, North America",$10M to $50M,2,Early Stage Venture
Series C - American Well,https://www.crunchbase.com/funding_round/american-well-series-c--7fb29a9b,American Well,https://www.crunchbase.com/organization/american-well,Series C,75412805,USD,75412805,2018-07-23,"Health Care, Information Technology, mHealth","Boston, Massachusetts, United States, North America",$10M to $50M,8,
Series E - SessionM,https://www.crunchbase.com/funding_round/sessionm-series-e--d7bca3f1,SessionM,https://www.crunchbase.com/organization/sessionm,Series E,23800000,USD,23800000,2018-07-23,"CRM, Information Technology, Loyalty Programs, Marketing Automation, Mobile, Personalization, Software","Boston, Massachusetts, United States, North America",$10M to $50M,5,M&A
Series C - Cogito Corporation,https://www.crunchbase.com/funding_round/cogito-corp-series-c--7febb2f8,Cogito Corporation,https://www.crunchbase.com/organization/cogito-corp,Series C,37000000,USD,37000000,2018-07-23,"Artificial Intelligence, CRM, Customer Service, Health Care, Machine Learning, Sales Automation, Software","Boston, Massachusetts, United States, North America",$1M to $10M,9,Late Stage Venture
Convertible Note - Powerhouse Dynamics,https://www.crunchbase.com/funding_round/powerhouse-dynamics-convertible-note--2238ea04,Powerhouse Dynamics,https://www.crunchbase.com/organization/powerhouse-dynamics,Convertible Note,,,,2018-07-24,"Analytics, Big Data, Energy, Energy Management, Information Technology, Internet of Things","Newton, Massachusetts, United States, North America",$1M to $10M,12,M&A
Venture Round - Concrete Sensors,https://www.crunchbase.com/funding_round/concrete-sensors-series-unknown--149d6689,Concrete Sensors,https://www.crunchbase.com/organization/concrete-sensors,Venture - Series Unknown,,,,2018-07-24,"Information Services, Information Technology, Software","Boston, Massachusetts, United States, North America",$1M to $10M,5,M&A
Venture Round - Orbita,https://www.crunchbase.com/funding_round/orbita-series-unknown--ecfb0f6d,Orbita,https://www.crunchbase.com/organization/orbita,Venture - Series Unknown,5751317,USD,5751317,2018-07-25,"Artificial Intelligence, Health Care, Information Technology, Life Science, Software","Boston, Massachusetts, United States, North America",Less than $1M,2,
Venture Round - Monotony.ai,https://www.crunchbase.com/funding_round/monotony-ai-series-unknown--85fa744e,Monotony.ai,https://www.crunchbase.com/organization/monotony-ai,Venture - Series Unknown,2650000,USD,2650000,2018-07-25,"Artificial Intelligence, Information Technology, Machine Learning, Travel","Watertown, Massachusetts, United States, North America",,1,
Seed Round - Current Health,https://www.crunchbase.com/funding_round/current-health-seed--1e3569d1,Current Health,https://www.crunchbase.com/organization/current-health,Seed,8000000,USD,8000000,2018-07-26,"Health Care, Home Health Care, Medical Device","Boston, Massachusetts, United States, North America",$1M to $10M,5,Early Stage Venture
Series D - Flywire,https://www.crunchbase.com/funding_round/peertransfer-series-d--da7d2392,Flywire,https://www.crunchbase.com/organization/peertransfer,Series D,100000000,USD,100000000,2018-07-26,"Finance, Financial Services, FinTech, Payments","Boston, Massachusetts, United States, North America",$100M to $500M,8,Late Stage Venture
Venture Round - First Light Diagnostics,https://www.crunchbase.com/funding_round/first-light-biosciences-series-unknown--cf6ea2f8,First Light Diagnostics,https://www.crunchbase.com/organization/first-light-biosciences,Venture - Series Unknown,3000000,USD,3000000,2018-07-30,"Health Care, Information Technology, Medical","Bedford, Massachusetts, United States, North America",$1M to $10M,6,
Debt Financing - Gridline AI,https://www.crunchbase.com/funding_round/gridlineai-debt-financing--9b4f3aef,Gridline AI,https://www.crunchbase.com/organization/gridlineai,Debt Financing,20000,USD,20000,2018-07-30,"Artificial Intelligence, Clean Energy, Commercial Real Estate, Finance, FinTech, Machine Learning, Software","Allston, Massachusetts, United States, North America",,1,
Grant - StripSupply,https://www.crunchbase.com/funding_round/stripsupply-grant--1356727f,StripSupply,https://www.crunchbase.com/organization/stripsupply,Grant,5000,USD,5000,2018-07-31,"Diabetes, Health Care, Home Health Care, Personal Health, Subscription Service","Quincy, Massachusetts, United States, North America",$1M to $10M,2,Seed
Venture Round - Fincura,https://www.crunchbase.com/funding_round/fincura-series-unknown--ff81c162,Fincura,https://www.crunchbase.com/organization/fincura,Venture - Series Unknown,,,,2018-07-31,"B2B, Enterprise, FinTech, SaaS, Software","Boston, Massachusetts, United States, North America",,4,
Seed Round - CareAcademy,https://www.crunchbase.com/funding_round/care-academy-seed--022c4df6,CareAcademy,https://www.crunchbase.com/organization/care-academy,Seed,840000,USD,840000,2018-07-31,"Education, Health Care, Home Health Care, Training","Cambridge, Massachusetts, United States, North America",$1M to $10M,7,Seed
Grant - metris,https://www.crunchbase.com/funding_round/metris-grant--a231112b,metris,https://www.crunchbase.com/organization/metris,Grant,125000,EUR,145781,2018-08-01,"Analytics, Events, Information Technology","Boston, Massachusetts, United States, North America",,1,
Non Equity Assistance - Synaps Labs,https://www.crunchbase.com/funding_round/synaps-labs-non-equity-assistance--d53494e1,Synaps Labs,https://www.crunchbase.com/organization/synaps-labs,Non-equity Assistance,,,,2018-08-01,"Ad Targeting, Advertising, Digital Signage, Information Technology, Marketing, Outdoor Advertising, SaaS, Software","Cambridge, Massachusetts, United States, North America",,3,
Angel Round - Finnest,https://www.crunchbase.com/funding_round/finnest-inc-angel--7e29c1ba,Finnest,https://www.crunchbase.com/organization/finnest-inc,Angel,600000,USD,600000,2018-08-01,"Banking, Debit Cards, EdTech, FinTech","Boston, Massachusetts, United States, North America",,3,Seed
Series A - Karuna Therapeutics,https://www.crunchbase.com/funding_round/karuna-pharmaceuticals-series-a--4f2d2dc9,Karuna Therapeutics,https://www.crunchbase.com/organization/karuna-pharmaceuticals,Series A,42000000,USD,42000000,2018-08-02,"Biotechnology, Health Care, Pharmaceutical","Boston, Massachusetts, United States, North America",$1M to $10M,4,IPO
Seed Round - Edmit,https://www.crunchbase.com/funding_round/edmit-seed--cd0378fc,Edmit,https://www.crunchbase.com/organization/edmit,Seed,1445000,USD,1445000,2018-08-03,"FinTech, Higher Education","Boston, Massachusetts, United States, North America",$1M to $10M,2,Seed
Series F - Actifio,https://www.crunchbase.com/funding_round/actifio-series-f--af7e3ece,Actifio,https://www.crunchbase.com/organization/actifio,Series F,100000000,USD,100000000,2018-08-07,"Enterprise Software, Information Services, Information Technology, Virtualization","Waltham, Massachusetts, United States, North America",$100M to $500M,8,Late Stage Venture
Seed Round - Translo,https://www.crunchbase.com/funding_round/translo-seed--1ec401a9,Translo,https://www.crunchbase.com/organization/translo,Seed,2000000,USD,2000000,2018-08-08,"Blockchain, Health Care, Medical","Boston, Massachusetts, United States, North America",,1,Seed
Venture Round - Own Up,https://www.crunchbase.com/funding_round/rategravity-series-unknown--2c310b51,Own Up,https://www.crunchbase.com/organization/rategravity,Venture - Series Unknown,1437500,USD,1437500,2018-08-08,"Consumer Lending, Financial Services, FinTech, Lead Generation, Real Estate","Boston, Massachusetts, United States, North America",Less than $1M,6,
Series C - Akili Interactive Labs,https://www.crunchbase.com/funding_round/akili-series-c--db932573,Akili Interactive Labs,https://www.crunchbase.com/organization/akili,Series C,13000000,USD,13000000,2018-08-09,"Biotechnology, Health Care, Medical, Medical Device, Neuroscience, Therapeutics","Boston, Massachusetts, United States, North America",$10M to $50M,5,Late Stage Venture
Series C - meQuilibrium,https://www.crunchbase.com/funding_round/mequilibrium-series-c--90fb981b,meQuilibrium,https://www.crunchbase.com/organization/mequilibrium,Series C,7000000,USD,7000000,2018-08-14,"Health Care, Health Diagnostics, Internet","Boston, Massachusetts, United States, North America",$10M to $50M,5,Late Stage Venture
Equity Crowdfunding - KingsCrowd,https://www.crunchbase.com/funding_round/kingscrowd-equity-crowdfunding--d1797df2,KingsCrowd,https://www.crunchbase.com/organization/kingscrowd,Equity Crowdfunding,,,,2018-08-18,"Analytics, Artificial Intelligence, Financial Services, Venture Capital","Boston, Massachusetts, United States, North America",$1M to $10M,6,
Venture Round - Seventh Sense Biosystems,https://www.crunchbase.com/funding_round/seventh-sense-biosystems-series-unknown--13ff0dfa,Seventh Sense Biosystems,https://www.crunchbase.com/organization/seventh-sense-biosystems,Venture - Series Unknown,18458837,USD,18458837,2018-08-20,"Biotechnology, Health Care, Health Diagnostics","Cambridge, Massachusetts, United States, North America",$1M to $10M,17,
Debt Financing - Renovia,https://www.crunchbase.com/funding_round/renovia-debt-financing--b7d60f12,Renovia,https://www.crunchbase.com/organization/renovia,Debt Financing,10000000,USD,10000000,2018-08-21,"Health Care, Health Diagnostics, Medical, Medical Device, Personal Health","Boston, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Series B - Renovia,https://www.crunchbase.com/funding_round/renovia-series-b--235fb9c3,Renovia,https://www.crunchbase.com/organization/renovia,Series B,32300000,USD,32300000,2018-08-21,"Health Care, Health Diagnostics, Medical, Medical Device, Personal Health","Boston, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Funding Round - Nexamp,https://www.crunchbase.com/funding_round/nexamp-undisclosed--407f2f96,Nexamp,https://www.crunchbase.com/organization/nexamp,Funding Round,54032893,USD,54032893,2018-08-22,"Clean Energy, Energy, Finance, Project Management, Solar","Boston, Massachusetts, United States, North America",$10M to $50M,4,
Convertible Note - Ompractice,https://www.crunchbase.com/funding_round/ompractice-convertible-note--f934b5e8,Ompractice,https://www.crunchbase.com/organization/ompractice,Convertible Note,100000,USD,100000,2018-08-22,"Fitness, Health Care, Personal Health, Recreation, Wellness","Springfield, Massachusetts, United States, North America",Less than $1M,3,Seed
Debt Financing - Actifio,https://www.crunchbase.com/funding_round/actifio-debt-financing--a472d5e1,Actifio,https://www.crunchbase.com/organization/actifio,Debt Financing,41000000,USD,41000000,2018-08-22,"Enterprise Software, Information Services, Information Technology, Virtualization","Waltham, Massachusetts, United States, North America",$100M to $500M,8,Late Stage Venture
Venture Round - Access Vascular,https://www.crunchbase.com/funding_round/access-vascular-series-unknown--a617bca6,Access Vascular,https://www.crunchbase.com/organization/access-vascular,Venture - Series Unknown,3400000,USD,3400000,2018-08-23,"Advanced Materials, Health Care, Medical Device, Product Management","Bedford, Massachusetts, United States, North America",Less than $1M,5,
Seed Round - Trux,https://www.crunchbase.com/funding_round/trux-inc-seed--4f28284b,Trux,https://www.crunchbase.com/organization/trux-inc,Seed,5000000,USD,5000000,2018-08-24,"Communities, Construction, Information Technology","Waltham, Massachusetts, United States, North America",$1M to $10M,5,Early Stage Venture
Venture Round - Convergint Technologies,https://www.crunchbase.com/funding_round/convergint-technologies-series-unknown--415b5b02,Convergint Technologies,https://www.crunchbase.com/organization/convergint-technologies,Venture - Series Unknown,19744898,USD,19744898,2018-08-27,"Biometrics, Health Care, Physical Security, Public Safety, Security","Sharon, Massachusetts, United States, North America",$1B to $10B,2,M&A
Venture Round - Entrinsic Health Solutions,https://www.crunchbase.com/funding_round/entrinsic-health-solutions-series-unknown--3bc238cc,Entrinsic Health Solutions,https://www.crunchbase.com/organization/entrinsic-health-solutions,Venture - Series Unknown,1700000,USD,1700000,2018-08-28,"Biotechnology, Health Care, Health Diagnostics","Norwood, Massachusetts, United States, North America",$1M to $10M,4,
Seed Round - Visionairy Health,https://www.crunchbase.com/funding_round/visionairy-health-seed--eefcb520,Visionairy Health,https://www.crunchbase.com/organization/visionairy-health,Seed,100000,USD,100000,2018-08-29,"Artificial Intelligence, Health Care, Information Technology, Medical","Boston, Massachusetts, United States, North America",,2,Seed
Secondary Market - Circle,https://www.crunchbase.com/funding_round/circle-2-secondary-market--bae0d8c9,Circle,https://www.crunchbase.com/organization/circle-2,Secondary Market,,,,2018-08-30,"Banking, Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Payments, Personal Finance","Boston, Massachusetts, United States, North America",$10M to $50M,7,
Equity Crowdfunding - KingsCrowd,https://www.crunchbase.com/funding_round/kingscrowd-equity-crowdfunding--f022f0db,KingsCrowd,https://www.crunchbase.com/organization/kingscrowd,Equity Crowdfunding,,,,2018-08-31,"Analytics, Artificial Intelligence, Financial Services, Venture Capital","Boston, Massachusetts, United States, North America",$1M to $10M,6,
Grant - Harrington Hospital,https://www.crunchbase.com/funding_round/harrington-hospital-grant--23ed2253,Harrington Hospital,https://www.crunchbase.com/organization/harrington-hospital,Grant,440000,USD,440000,2018-08-31,"Health Care, Hospital","Southbridge, Massachusetts, United States, North America",$100M to $500M,1,
Pre Seed Round - PiiQ Media & Risk,https://www.crunchbase.com/funding_round/piiq-media-pre-seed--a530f6a2,PiiQ Media & Risk,https://www.crunchbase.com/organization/piiq-media,Pre-Seed,3000000,USD,3000000,2018-09-01,"Analytics, Cyber Security, Information Technology, Marketing, Risk Management, Social Media, Software","Cambridge, Massachusetts, United States, North America",,1,Seed
Series A - Riparian Pharmaceuticals,https://www.crunchbase.com/funding_round/riparian-pharmaceuticals-series-a--24ef089d,Riparian Pharmaceuticals,https://www.crunchbase.com/organization/riparian-pharmaceuticals,Series A,3000000,USD,3000000,2018-09-01,"Biotechnology, Health Care, Medical","Boston, Massachusetts, United States, North America",Less than $1M,2,
Venture Round - GliaCure,https://www.crunchbase.com/funding_round/gliacure-series-unknown--c3147bef,GliaCure,https://www.crunchbase.com/organization/gliacure,Venture - Series Unknown,1577996,USD,1577996,2018-09-04,"Biotechnology, Health Care, Therapeutics","Boston, Massachusetts, United States, North America",Less than $1M,4,
Series B - Fulcrum Therapeutics,https://www.crunchbase.com/funding_round/fulcrum-therapeutics-series-b--33040d7c,Fulcrum Therapeutics,https://www.crunchbase.com/organization/fulcrum-therapeutics,Series B,80000000,USD,80000000,2018-09-05,"Biotechnology, Genetics, Health Care, Therapeutics","Cambridge, Massachusetts, United States, North America",$1B to $10B,3,IPO
Corporate Round - Suono Bio,https://www.crunchbase.com/funding_round/suono-bio-corporate-round--26b5748c,Suono Bio,https://www.crunchbase.com/organization/suono-bio,Corporate Round,,,,2018-09-05,"Health Care, Medical, Medical Device","Cambridge, Massachusetts, United States, North America",Less than $1M,2,
Series A - Twentyeight-Seven Therapeutics,https://www.crunchbase.com/funding_round/twentyeight-seven-therapeutics-series-a--1b71e338,Twentyeight-Seven Therapeutics,https://www.crunchbase.com/organization/twentyeight-seven-therapeutics,Series A,65000000,USD,65000000,2018-09-06,"Biotechnology, Developer Platform, Health Care, Life Science, Therapeutics","Cambridge, Massachusetts, United States, North America",,3,Early Stage Venture
Non Equity Assistance - AdaViv,https://www.crunchbase.com/funding_round/adaviv-non-equity-assistance--4cb4b680,AdaViv,https://www.crunchbase.com/organization/adaviv,Non-equity Assistance,,,,2018-09-08,"AgTech, Artificial Intelligence, Environmental Engineering, Information Technology, Machine Learning, Robotics","Boston, Massachusetts, United States, North America",,2,Seed
Non Equity Assistance - Daytoday Health,https://www.crunchbase.com/funding_round/daytoday-health-non-equity-assistance--f485e3af,Daytoday Health,https://www.crunchbase.com/organization/daytoday-health,Non-equity Assistance,,,,2018-09-08,"Artificial Intelligence, Health Care, Information Technology, Internet of Things, Software","Boston, Massachusetts, United States, North America",,1,
Non Equity Assistance - Posh,https://www.crunchbase.com/funding_round/posh-bb65-non-equity-assistance--4982a076,Posh,https://www.crunchbase.com/organization/posh-bb65,Non-equity Assistance,,,,2018-09-08,"Artificial Intelligence, Human Computer Interaction, Information Technology, Internet, Machine Learning, Natural Language Processing","Boston, Massachusetts, United States, North America",,1,
Non Equity Assistance - The Okoa Project,https://www.crunchbase.com/funding_round/the-okoa-project-non-equity-assistance--28ffd8de,The Okoa Project,https://www.crunchbase.com/organization/the-okoa-project,Non-equity Assistance,,,,2018-09-08,"Communities, Health Care, Manufacturing, Medical, Non Profit","Boston, Massachusetts, United States, North America",,1,
Non Equity Assistance - Secure AI Labs,https://www.crunchbase.com/funding_round/secure-ai-labs-non-equity-assistance--edf71579,Secure AI Labs,https://www.crunchbase.com/organization/secure-ai-labs,Non-equity Assistance,,,,2018-09-08,"Analytics, Artificial Intelligence, Computer, Information Technology, Machine Learning, Network Security, Privacy","Cambridge, Massachusetts, United States, North America",,1,
Non Equity Assistance - AirWorks,https://www.crunchbase.com/funding_round/airworks-non-equity-assistance--1fe29a17,AirWorks,https://www.crunchbase.com/organization/airworks,Non-equity Assistance,,,,2018-09-08,"Artificial Intelligence, Construction, Information Technology, Intelligent Systems, Machine Learning, Software","Cambridge, Massachusetts, United States, North America",,3,Seed
Non Equity Assistance - Centaur Labs,https://www.crunchbase.com/funding_round/centaur-labs-non-equity-assistance--13e90032,Centaur Labs,https://www.crunchbase.com/organization/centaur-labs,Non-equity Assistance,,,,2018-09-08,Health Care,"Boston, Massachusetts, United States, North America",,3,Seed
Non Equity Assistance - Your Buddy,https://www.crunchbase.com/funding_round/your-buddy-non-equity-assistance--7a308658,Your Buddy,https://www.crunchbase.com/organization/your-buddy,Non-equity Assistance,,,,2018-09-08,"Fitness, Health Care, Mobile, Personal Health","Cambridge, Massachusetts, United States, North America",,1,
Non Equity Assistance - Akora,https://www.crunchbase.com/funding_round/akora-non-equity-assistance--cb1321af,Akora,https://www.crunchbase.com/organization/akora,Non-equity Assistance,,,,2018-09-08,"Corporate Training, EdTech, Information Technology, Internet, Software","Cambridge, Massachusetts, United States, North America",,1,
Non Equity Assistance - Gataca,https://www.crunchbase.com/funding_round/gataca-4a8f-non-equity-assistance--968d5905,Gataca,https://www.crunchbase.com/organization/gataca-4a8f,Non-equity Assistance,,,,2018-09-08,"Blockchain, FinTech, Identity Management, Mobile, SaaS, Software","Boston, Massachusetts, United States, North America",,1,
Non Equity Assistance - DentistAI,https://www.crunchbase.com/funding_round/dentistai-non-equity-assistance--23339ed3,DentistAI,https://www.crunchbase.com/organization/dentistai,Non-equity Assistance,,,,2018-09-08,"Emergency Medicine, Health Care, Information Technology, Medical Device, Software","Cambridge, Massachusetts, United States, North America",,1,
Non Equity Assistance - Chord,https://www.crunchbase.com/funding_round/chord-equity-non-equity-assistance--d3e01321,Chord,https://www.crunchbase.com/organization/chord-equity,Non-equity Assistance,,,,2018-09-08,"Finance, Information Technology, Internet, Real Estate","Cambridge, Massachusetts, United States, North America",,2,Seed
Non Equity Assistance - Iterative Scopes,https://www.crunchbase.com/funding_round/iterative-scopes-non-equity-assistance--b5328cac,Iterative Scopes,https://www.crunchbase.com/organization/iterative-scopes,Non-equity Assistance,,,,2018-09-08,"Computer Vision, Health Care, Health Diagnostics, Machine Learning, Medical, Real Time, Wellness","Cambridge, Massachusetts, United States, North America",,5,Seed
Series A - Scipher Medicine,https://www.crunchbase.com/funding_round/scipher-medicine-series-a--a38c1f04,Scipher Medicine,https://www.crunchbase.com/organization/scipher-medicine,Series A,10000000,USD,10000000,2018-09-10,"Alternative Medicine, Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics","Waltham, Massachusetts, United States, North America",$10M to $50M,4,Early Stage Venture
Seed Round - Ompractice,https://www.crunchbase.com/funding_round/ompractice-seed--de7c824b,Ompractice,https://www.crunchbase.com/organization/ompractice,Seed,400000,USD,400000,2018-09-10,"Fitness, Health Care, Personal Health, Recreation, Wellness","Springfield, Massachusetts, United States, North America",Less than $1M,3,Seed
Series B - Airfox,https://www.crunchbase.com/funding_round/airfox-series-b--6d5f3868,Airfox,https://www.crunchbase.com/organization/airfox,Series B,10000000,USD,10000000,2018-09-11,"Banking, Cryptocurrency, Financial Services, FinTech, Mobile, Wireless","Boston, Massachusetts, United States, North America",$1M to $10M,4,Early Stage Venture
Series C - Bio2 Technologies,https://www.crunchbase.com/funding_round/bio2-technologies-series-c--bb732294,Bio2 Technologies,https://www.crunchbase.com/organization/bio2-technologies,Series C,4500000,USD,4500000,2018-09-11,"Biotechnology, Health Care, Manufacturing, Medical Device, Nanotechnology","Woburn, Massachusetts, United States, North America",$1M to $10M,4,
Venture Round - InfoBionic,https://www.crunchbase.com/funding_round/infobionic-series-unknown--16f0b034,InfoBionic,https://www.crunchbase.com/organization/infobionic,Venture - Series Unknown,50000000,USD,50000000,2018-09-12,"Biotechnology, Cloud Data Services, Health Care, Medical Device","Lowell, Massachusetts, United States, North America",$1M to $10M,11,
Series B - Wasabi Technologies,https://www.crunchbase.com/funding_round/wasabi-technologies-inc-series-b--9e2643d4,Wasabi Technologies,https://www.crunchbase.com/organization/wasabi-technologies-inc,Series B,68000000,USD,68000000,2018-09-12,"Cloud Computing, Cloud Data Services, Cloud Storage, Database, Information Technology, Internet","Boston, Massachusetts, United States, North America",$1M to $10M,8,
Grant - Alivio Therapeutics,https://www.crunchbase.com/funding_round/alivio-therapeutics-grant--49070eda,Alivio Therapeutics,https://www.crunchbase.com/organization/alivio-therapeutics,Grant,3300000,USD,3300000,2018-09-12,"Biotechnology, Health Care, Medical","Boston, Massachusetts, United States, North America",,1,
Series B - RenalGuard Solutions,https://www.crunchbase.com/funding_round/renalguard-solutions-series-b--35c86110,RenalGuard Solutions,https://www.crunchbase.com/organization/renalguard-solutions,Series B,7000000,USD,7000000,2018-09-13,"Health Care, Manufacturing, Medical, Medical Device","Milford, Massachusetts, United States, North America",Less than $1M,2,Early Stage Venture
Seed Round - Apprentice Health,https://www.crunchbase.com/funding_round/clearview-md-seed--3b92ad99,Apprentice Health,https://www.crunchbase.com/organization/clearview-md,Seed,,,,2018-09-14,"Health Care, Hospital, Information Technology","Boston, Massachusetts, United States, North America",,1,Seed
Angel Round - KingsCrowd,https://www.crunchbase.com/funding_round/kingscrowd-angel--dc0bad1e,KingsCrowd,https://www.crunchbase.com/organization/kingscrowd,Angel,121000,USD,121000,2018-09-15,"Analytics, Artificial Intelligence, Financial Services, Venture Capital","Boston, Massachusetts, United States, North America",$1M to $10M,6,
Grant - Community Phone,https://www.crunchbase.com/funding_round/community-phone-grant--069ec0d6,Community Phone,https://www.crunchbase.com/organization/community-phone,Grant,100000,USD,100000,2018-09-16,"Information Technology, Telecommunications","Allston, Massachusetts, United States, North America",Less than $1M,3,Seed
Series A - Miach Orthopaedics,https://www.crunchbase.com/funding_round/miach-orthopaedics-series-a--fe7b8967,Miach Orthopaedics,https://www.crunchbase.com/organization/miach-orthopaedics,Series A,22500000,USD,22500000,2018-09-17,"Biotechnology, Health Care, Manufacturing, Medical, Medical Device, Wellness","Boston, Massachusetts, United States, North America",,1,Early Stage Venture
Private Equity Round - The Phia Group,https://www.crunchbase.com/funding_round/the-phia-group-llc-private-equity--aac99168,The Phia Group,https://www.crunchbase.com/organization/the-phia-group-llc,Private Equity,,,,2018-09-17,"Consulting, Financial Services, Information Technology, Legal","Braintree, Massachusetts, United States, North America",$10M to $50M,1,Private Equity
Series B - Nanoview Biosciences,https://www.crunchbase.com/funding_round/nanoview-biosciences-series-b--54b082ab,Nanoview Biosciences,https://www.crunchbase.com/organization/nanoview-biosciences,Series B,10000000,USD,10000000,2018-09-20,"Health Care, Health Diagnostics","Boston, Massachusetts, United States, North America",,3,Early Stage Venture
Post-IPO Equity - GI Dynamics,https://www.crunchbase.com/funding_round/gi-dynamics-post-ipo-equity--3de5eb0b,GI Dynamics,https://www.crunchbase.com/organization/gi-dynamics,Post-IPO Equity,5000000,USD,5000000,2018-09-20,"Biotechnology, Health Care, Medical Device, Therapeutics","Lexington, Massachusetts, United States, North America",Less than $1M,13,IPO
Venture Round - RxAdvance,https://www.crunchbase.com/funding_round/rxadvance-series-unknown--f5e91925,RxAdvance,https://www.crunchbase.com/organization/rxadvance,Venture - Series Unknown,50000000,USD,50000000,2018-09-21,"Health Care, Information Technology, Medical, Pharmaceutical","Southborough, Massachusetts, United States, North America",$1M to $10M,4,
Venture Round - Lightforce Orthodontics,https://www.crunchbase.com/funding_round/signature-orthodontics-bbdf-series-unknown--7ce88a8c,Lightforce Orthodontics,https://www.crunchbase.com/organization/signature-orthodontics-bbdf,Venture - Series Unknown,5120000,USD,5120000,2018-09-21,"3D Printing, Advanced Materials, Dental, Health Care","Boston, Massachusetts, United States, North America",,3,
Venture Round - Mellitus,https://www.crunchbase.com/funding_round/mellitus-series-unknown--2e523c60,Mellitus,https://www.crunchbase.com/organization/mellitus,Venture - Series Unknown,3400000,USD,3400000,2018-09-21,"Biotechnology, Health Care, Health Diagnostics, Medical Device","Boston, Massachusetts, United States, North America",Less than $1M,7,
Pre Seed Round - PayDownHero,https://www.crunchbase.com/funding_round/paydownhero-pre-seed--57695ce1,PayDownHero,https://www.crunchbase.com/organization/paydownhero,Pre-Seed,50000,USD,50000,2018-09-21,FinTech,"Boston, Massachusetts, United States, North America",,3,Seed
Series B - Wasabi Technologies,https://www.crunchbase.com/funding_round/wasabi-technologies-inc-series-b--ac048e8e,Wasabi Technologies,https://www.crunchbase.com/organization/wasabi-technologies-inc,Series B,,,,2018-09-24,"Cloud Computing, Cloud Data Services, Cloud Storage, Database, Information Technology, Internet","Boston, Massachusetts, United States, North America",$1M to $10M,8,
Venture Round - General Fluidics,https://www.crunchbase.com/funding_round/general-fluidics-series-unknown--c9f5f3c1,General Fluidics,https://www.crunchbase.com/organization/general-fluidics,Venture - Series Unknown,5378000,USD,5378000,2018-09-24,"Health Care, Health Diagnostics","Watertown, Massachusetts, United States, North America",,1,
